Unnamed: 0	chrom	end	start	strand	disruption_SCD	insertion_SCD	orientation	background_index	flank_bp	spacer_bp
354	chr1	60961316	60961297	-	26.3	26.22	>>>>>>>>>>>	0	30	60
355	chr17	68176981	68176962	+	26.27	18.84	>>>>>>>>>>>	0	30	60
356	chr7	37357871	37357852	-	26.2	67.6	>>>>>>>>>>>	0	30	60
357	chr4	32572316	32572297	-	26.16	44.75	>>>>>>>>>>>	0	30	60
358	chr4	96696741	96696722	+	26.12	32.22	>>>>>>>>>>>	0	30	60
359	chr4	109729491	109729472	-	26.06	50.3	>>>>>>>>>>>	0	30	60
360	chr10	111977780	111977761	+	25.78	32.1	>>>>>>>>>>>	0	30	60
361	chr5	45424489	45424470	-	25.73	30.9	>>>>>>>>>>>	0	30	60
362	chr2	61494577	61494558	-	25.72	22.25	>>>>>>>>>>>	0	30	60
363	chr6	13287046	13287027	+	25.69	21.62	>>>>>>>>>>>	0	30	60
364	chr9	116060829	116060810	+	25.66	36.5	>>>>>>>>>>>	0	30	60
365	chr8	17537753	17537734	-	25.64	36.44	>>>>>>>>>>>	0	30	60
366	chr9	77781636	77781617	-	25.62	27.94	>>>>>>>>>>>	0	30	60
367	chr15	5106460	5106441	-	25.56	29.45	>>>>>>>>>>>	0	30	60
368	chr17	93141334	93141315	-	25.53	33.03	>>>>>>>>>>>	0	30	60
369	chr6	97759520	97759501	+	25.52	17.88	>>>>>>>>>>>	0	30	60
370	chr8	119384750	119384731	-	25.47	45.94	>>>>>>>>>>>	0	30	60
371	chr6	88113322	88113303	+	25.38	41.75	>>>>>>>>>>>	0	30	60
372	chr15	101984527	101984508	-	25.38	56.7	>>>>>>>>>>>	0	30	60
373	chr8	54493335	54493316	-	25.34	39.7	>>>>>>>>>>>	0	30	60
374	chr9	24119622	24119603	+	25.33	14.83	>>>>>>>>>>>	0	30	60
375	chr3	50077169	50077150	-	25.31	24.22	>>>>>>>>>>>	0	30	60
376	chr4	47419767	47419748	+	25.23	44.03	>>>>>>>>>>>	0	30	60
377	chr2	76115910	76115891	+	25.22	28.97	>>>>>>>>>>>	0	30	60
378	chr15	67174759	67174740	+	25.2	12.74	>>>>>>>>>>>	0	30	60
379	chr8	125574509	125574490	+	25.17	12.85	>>>>>>>>>>>	0	30	60
380	chr1	161737065	161737046	-	25.11	39.75	>>>>>>>>>>>	0	30	60
381	chr3	85571455	85571436	-	25.1	9.7	>>>>>>>>>>>	0	30	60
382	chr18	19577078	19577059	-	25.02	27.28	>>>>>>>>>>>	0	30	60
383	chr19	36083087	36083068	-	25.0	29.4	>>>>>>>>>>>	0	30	60
384	chr8	115709616	115709597	-	24.98	9.14	>>>>>>>>>>>	0	30	60
385	chr10	126330794	126330775	-	24.84	24.02	>>>>>>>>>>>	0	30	60
386	chr15	25993551	25993532	+	24.81	33.28	>>>>>>>>>>>	0	30	60
387	chr5	131430355	131430336	-	24.78	45.44	>>>>>>>>>>>	0	30	60
388	chr1	9545352	9545333	-	24.78	38.06	>>>>>>>>>>>	0	30	60
389	chr19	28768445	28768426	-	24.75	36.44	>>>>>>>>>>>	0	30	60
390	chr10	24630876	24630857	+	24.72	22.94	>>>>>>>>>>>	0	30	60
391	chr17	54351102	54351083	+	24.53	15.79	>>>>>>>>>>>	0	30	60
392	chr16	20496806	20496787	+	24.47	28.86	>>>>>>>>>>>	0	30	60
393	chr12	109394024	109394005	-	24.44	15.02	>>>>>>>>>>>	0	30	60
394	chr13	21803288	21803269	-	24.42	40.1	>>>>>>>>>>>	0	30	60
395	chr3	103392995	103392976	+	24.38	33.9	>>>>>>>>>>>	0	30	60
396	chr15	25428758	25428739	+	24.31	24.08	>>>>>>>>>>>	0	30	60
397	chr3	135206860	135206841	-	24.3	9.21	>>>>>>>>>>>	0	30	60
398	chr8	65139261	65139242	+	24.3	33.56	>>>>>>>>>>>	0	30	60
399	chr9	29650850	29650831	-	24.23	35.72	>>>>>>>>>>>	0	30	60
400	chr3	127971093	127971074	+	24.2	46.1	>>>>>>>>>>>	0	30	60
401	chr2	104035038	104035019	+	24.16	33.7	>>>>>>>>>>>	0	30	60
402	chr9	81635302	81635283	+	24.11	12.08	>>>>>>>>>>>	0	30	60
403	chr6	95484597	95484578	+	24.03	13.41	>>>>>>>>>>>	0	30	60
404	chr14	72293991	72293972	-	23.83	34.2	>>>>>>>>>>>	0	30	60
405	chr18	65490035	65490016	-	23.72	29.94	>>>>>>>>>>>	0	30	60
406	chr12	38123788	38123769	-	23.66	16.0	>>>>>>>>>>>	0	30	60
407	chr18	70184838	70184819	-	23.66	11.39	>>>>>>>>>>>	0	30	60
408	chr3	152095252	152095233	-	23.53	23.67	>>>>>>>>>>>	0	30	60
409	chr8	32002994	32002975	-	23.5	23.94	>>>>>>>>>>>	0	30	60
410	chr11	22206830	22206811	-	23.48	11.1	>>>>>>>>>>>	0	30	60
411	chr5	76541051	76541032	-	23.44	19.22	>>>>>>>>>>>	0	30	60
412	chr10	52106337	52106318	+	23.38	22.61	>>>>>>>>>>>	0	30	60
413	chr1	84697462	84697443	-	23.38	25.22	>>>>>>>>>>>	0	30	60
414	chr1	67181385	67181366	+	23.34	35.0	>>>>>>>>>>>	0	30	60
415	chr6	101267027	101267008	+	23.31	12.77	>>>>>>>>>>>	0	30	60
416	chr6	129255175	129255156	-	23.25	41.8	>>>>>>>>>>>	0	30	60
417	chr4	115710017	115709998	-	23.19	25.83	>>>>>>>>>>>	0	30	60
418	chr2	118241614	118241595	-	23.19	37.16	>>>>>>>>>>>	0	30	60
419	chr8	71371784	71371765	+	23.11	28.11	>>>>>>>>>>>	0	30	60
420	chr7	73422670	73422651	-	23.11	37.7	>>>>>>>>>>>	0	30	60
421	chr5	33039602	33039583	+	23.05	27.48	>>>>>>>>>>>	0	30	60
422	chr2	153143004	153142985	-	23.02	20.31	>>>>>>>>>>>	0	30	60
423	chr14	98181824	98181805	-	23.0	7.93	>>>>>>>>>>>	0	30	60
424	chr2	136887058	136887039	-	22.97	12.49	>>>>>>>>>>>	0	30	60
425	chr1	135136701	135136682	-	22.88	42.44	>>>>>>>>>>>	0	30	60
426	chr5	4948481	4948462	-	22.86	27.0	>>>>>>>>>>>	0	30	60
427	chr10	71422814	71422795	+	22.81	51.25	>>>>>>>>>>>	0	30	60
428	chr8	64597251	64597232	-	22.66	30.06	>>>>>>>>>>>	0	30	60
429	chr1	162336834	162336815	-	22.45	14.914	>>>>>>>>>>>	0	30	60
430	chr9	94738996	94738977	+	22.42	42.94	>>>>>>>>>>>	0	30	60
431	chr17	53403136	53403117	+	22.4	18.28	>>>>>>>>>>>	0	30	60
432	chr2	155811920	155811901	-	22.36	51.28	>>>>>>>>>>>	0	30	60
433	chr12	52010769	52010750	+	22.33	16.6	>>>>>>>>>>>	0	30	60
434	chr3	44912870	44912851	-	22.31	11.58	>>>>>>>>>>>	0	30	60
435	chr5	98348848	98348829	+	22.25	34.97	>>>>>>>>>>>	0	30	60
436	chr15	80706301	80706282	+	22.25	25.52	>>>>>>>>>>>	0	30	60
437	chr1	167932285	167932266	-	22.22	36.66	>>>>>>>>>>>	0	30	60
438	chr14	121455709	121455690	-	22.2	25.7	>>>>>>>>>>>	0	30	60
439	chr4	98243714	98243695	-	22.16	26.34	>>>>>>>>>>>	0	30	60
440	chr4	143027468	143027449	+	22.14	29.11	>>>>>>>>>>>	0	30	60
441	chr2	153668926	153668907	+	22.14	25.36	>>>>>>>>>>>	0	30	60
442	chr9	41461929	41461910	-	22.14	12.42	>>>>>>>>>>>	0	30	60
443	chr4	109431143	109431124	-	22.1	22.34	>>>>>>>>>>>	0	30	60
444	chr5	44831505	44831486	-	22.08	22.05	>>>>>>>>>>>	0	30	60
445	chr8	119676601	119676582	-	22.03	33.06	>>>>>>>>>>>	0	30	60
446	chr17	40824060	40824041	-	22.02	34.28	>>>>>>>>>>>	0	30	60
447	chr15	37102366	37102347	-	22.0	13.84	>>>>>>>>>>>	0	30	60
448	chr1	119083862	119083843	-	21.92	45.47	>>>>>>>>>>>	0	30	60
449	chr5	41044703	41044684	-	21.78	28.61	>>>>>>>>>>>	0	30	60
450	chr19	24622032	24622013	+	21.77	22.19	>>>>>>>>>>>	0	30	60
451	chr3	58159626	58159607	-	21.75	32.1	>>>>>>>>>>>	0	30	60
452	chr1	38130140	38130121	-	21.75	23.66	>>>>>>>>>>>	0	30	60
453	chr2	129472129	129472110	-	21.73	30.17	>>>>>>>>>>>	0	30	60
454	chr9	15682043	15682024	-	21.73	11.22	>>>>>>>>>>>	0	30	60
455	chr9	69502720	69502701	-	21.7	34.7	>>>>>>>>>>>	0	30	60
456	chr14	21120676	21120657	+	21.69	43.16	>>>>>>>>>>>	0	30	60
457	chr7	110645588	110645569	-	21.69	43.56	>>>>>>>>>>>	0	30	60
458	chr16	78950579	78950560	-	21.64	3.295	>>>>>>>>>>>	0	30	60
459	chr7	131899517	131899498	+	21.56	16.44	>>>>>>>>>>>	0	30	60
460	chr8	106403484	106403465	-	21.53	20.23	>>>>>>>>>>>	0	30	60
461	chr17	73303429	73303410	+	21.48	50.6	>>>>>>>>>>>	0	30	60
462	chr1	83727325	83727306	+	21.48	26.81	>>>>>>>>>>>	0	30	60
463	chr13	29857603	29857584	+	21.42	9.836	>>>>>>>>>>>	0	30	60
464	chr14	104033786	104033767	+	21.34	21.16	>>>>>>>>>>>	0	30	60
465	chr7	119011391	119011372	+	21.31	35.56	>>>>>>>>>>>	0	30	60
466	chr1	69165377	69165358	+	21.31	25.0	>>>>>>>>>>>	0	30	60
467	chr1	192727176	192727157	+	21.28	21.9	>>>>>>>>>>>	0	30	60
468	chr9	50438293	50438274	-	21.2	27.17	>>>>>>>>>>>	0	30	60
469	chr15	46990407	46990388	-	21.14	10.516	>>>>>>>>>>>	0	30	60
470	chr13	73646874	73646855	+	21.14	37.5	>>>>>>>>>>>	0	30	60
471	chr16	67089956	67089937	+	21.12	15.94	>>>>>>>>>>>	0	30	60
472	chr2	83332995	83332976	-	21.02	18.14	>>>>>>>>>>>	0	30	60
473	chr8	10415030	10415011	+	21.0	37.3	>>>>>>>>>>>	0	30	60
474	chr1	35716149	35716130	-	20.89	18.69	>>>>>>>>>>>	0	30	60
475	chr7	43920039	43920020	-	20.83	34.3	>>>>>>>>>>>	0	30	60
476	chr8	15138726	15138707	+	20.81	41.03	>>>>>>>>>>>	0	30	60
477	chr13	6515705	6515686	+	20.8	28.08	>>>>>>>>>>>	0	30	60
478	chr2	64948996	64948977	-	20.72	23.2	>>>>>>>>>>>	0	30	60
479	chr19	20345737	20345718	+	20.7	55.44	>>>>>>>>>>>	0	30	60
480	chr5	33994851	33994832	+	20.64	14.97	>>>>>>>>>>>	0	30	60
481	chr14	76479953	76479934	+	20.62	37.16	>>>>>>>>>>>	0	30	60
482	chr3	144737048	144737029	+	20.58	28.33	>>>>>>>>>>>	0	30	60
483	chr2	13597223	13597204	-	20.5	12.72	>>>>>>>>>>>	0	30	60
484	chr9	118908437	118908418	-	20.5	27.45	>>>>>>>>>>>	0	30	60
485	chr4	153484615	153484596	-	20.39	17.89	>>>>>>>>>>>	0	30	60
486	chr19	12433211	12433192	+	20.36	28.34	>>>>>>>>>>>	0	30	60
487	chr15	31611224	31611205	+	20.34	11.17	>>>>>>>>>>>	0	30	60
488	chr3	107206198	107206179	+	20.34	39.22	>>>>>>>>>>>	0	30	60
489	chr17	86909946	86909927	+	20.31	22.38	>>>>>>>>>>>	0	30	60
490	chr7	89473669	89473650	-	20.22	24.19	>>>>>>>>>>>	0	30	60
491	chr6	35252603	35252584	+	20.22	32.56	>>>>>>>>>>>	0	30	60
492	chr6	126168001	126167982	-	20.17	8.76	>>>>>>>>>>>	0	30	60
493	chr16	42169942	42169923	+	20.12	43.34	>>>>>>>>>>>	0	30	60
494	chr6	90607354	90607335	+	20.11	24.86	>>>>>>>>>>>	0	30	60
495	chr6	31664664	31664645	+	20.11	41.5	>>>>>>>>>>>	0	30	60
496	chr13	100002039	100002020	+	20.02	21.73	>>>>>>>>>>>	0	30	60
497	chr6	97523337	97523318	-	19.97	25.72	>>>>>>>>>>>	0	30	60
498	chr4	123529452	123529433	-	19.95	17.69	>>>>>>>>>>>	0	30	60
499	chr18	53744741	53744722	-	19.94	29.1	>>>>>>>>>>>	0	30	60
500	chr9	13849232	13849213	+	19.9	15.484	>>>>>>>>>>>	0	30	60
501	chr15	14052128	14052109	-	19.89	12.375	>>>>>>>>>>>	0	30	60
502	chr3	68053761	68053742	-	19.88	27.33	>>>>>>>>>>>	0	30	60
503	chr14	50799990	50799971	+	19.83	30.28	>>>>>>>>>>>	0	30	60
504	chr8	50292348	50292329	+	19.83	31.36	>>>>>>>>>>>	0	30	60
505	chr19	52993242	52993223	-	19.81	45.25	>>>>>>>>>>>	0	30	60
506	chr8	24546435	24546416	-	19.8	56.1	>>>>>>>>>>>	0	30	60
507	chr2	166085186	166085167	+	19.78	40.2	>>>>>>>>>>>	0	30	60
508	chr15	80260893	80260874	-	19.75	33.7	>>>>>>>>>>>	0	30	60
509	chr18	75606699	75606680	+	19.72	50.94	>>>>>>>>>>>	0	30	60
510	chr2	135957961	135957942	-	19.69	27.1	>>>>>>>>>>>	0	30	60
511	chr11	75179118	75179099	+	19.67	22.83	>>>>>>>>>>>	0	30	60
512	chr6	77628987	77628968	+	19.66	40.56	>>>>>>>>>>>	0	30	60
513	chr4	82614384	82614365	-	19.62	15.836	>>>>>>>>>>>	0	30	60
514	chr17	27190013	27189994	+	19.5	26.89	>>>>>>>>>>>	0	30	60
515	chr14	121451301	121451282	-	19.45	26.11	>>>>>>>>>>>	0	30	60
516	chr9	69987821	69987802	-	19.44	12.234	>>>>>>>>>>>	0	30	60
517	chr6	40479902	40479883	+	19.42	24.72	>>>>>>>>>>>	0	30	60
518	chr4	82619779	82619760	-	19.42	11.22	>>>>>>>>>>>	0	30	60
519	chr2	160593235	160593216	-	19.4	45.8	>>>>>>>>>>>	0	30	60
520	chr4	48691990	48691971	+	19.4	34.88	>>>>>>>>>>>	0	30	60
521	chr1	11140123	11140104	-	19.39	7.324	>>>>>>>>>>>	0	30	60
522	chr6	67858160	67858141	+	19.36	18.55	>>>>>>>>>>>	0	30	60
523	chr1	91914028	91914009	+	19.36	22.06	>>>>>>>>>>>	0	30	60
524	chr15	76196896	76196877	+	19.33	35.8	>>>>>>>>>>>	0	30	60
525	chr11	43767011	43766992	+	19.27	27.44	>>>>>>>>>>>	0	30	60
526	chr17	8463677	8463658	+	19.23	31.38	>>>>>>>>>>>	0	30	60
527	chr2	60442102	60442083	-	19.22	10.555	>>>>>>>>>>>	0	30	60
528	chr10	8242562	8242543	+	19.2	18.4	>>>>>>>>>>>	0	30	60
529	chr15	8382407	8382388	+	19.16	11.64	>>>>>>>>>>>	0	30	60
530	chr19	11360302	11360283	+	19.14	15.06	>>>>>>>>>>>	0	30	60
531	chr12	79305335	79305316	+	19.11	29.94	>>>>>>>>>>>	0	30	60
532	chr13	38992697	38992678	+	19.03	12.445	>>>>>>>>>>>	0	30	60
533	chr8	91147955	91147936	-	19.0	26.05	>>>>>>>>>>>	0	30	60
534	chr13	64443476	64443457	+	19.0	35.6	>>>>>>>>>>>	0	30	60
535	chr8	117898214	117898195	+	18.92	34.16	>>>>>>>>>>>	0	30	60
536	chr11	42423473	42423454	-	18.77	18.48	>>>>>>>>>>>	0	30	60
537	chr9	114957195	114957176	-	18.77	27.38	>>>>>>>>>>>	0	30	60
538	chr5	149647926	149647907	+	18.72	23.06	>>>>>>>>>>>	0	30	60
539	chr5	128440068	128440049	-	18.69	40.7	>>>>>>>>>>>	0	30	60
540	chr6	90606762	90606743	-	18.67	32.6	>>>>>>>>>>>	0	30	60
541	chr10	58560031	58560012	+	18.67	23.25	>>>>>>>>>>>	0	30	60
542	chr18	25538443	25538424	+	18.66	23.94	>>>>>>>>>>>	0	30	60
543	chr11	22987510	22987491	+	18.56	23.83	>>>>>>>>>>>	0	30	60
544	chr13	57269837	57269818	-	18.55	36.6	>>>>>>>>>>>	0	30	60
545	chr13	53096854	53096835	-	18.55	32.88	>>>>>>>>>>>	0	30	60
546	chr7	124783020	124783001	-	18.55	23.44	>>>>>>>>>>>	0	30	60
547	chr7	40687242	40687223	-	18.52	26.28	>>>>>>>>>>>	0	30	60
548	chr4	109438113	109438094	+	18.45	31.61	>>>>>>>>>>>	0	30	60
549	chr13	46663777	46663758	-	18.45	5.215	>>>>>>>>>>>	0	30	60
550	chr2	21927862	21927843	-	18.45	17.72	>>>>>>>>>>>	0	30	60
551	chr11	72564476	72564457	-	18.39	17.95	>>>>>>>>>>>	0	30	60
552	chr14	57362951	57362932	-	18.3	10.125	>>>>>>>>>>>	0	30	60
553	chr13	54063511	54063492	-	18.3	12.516	>>>>>>>>>>>	0	30	60
554	chr8	127191530	127191511	+	18.27	39.03	>>>>>>>>>>>	0	30	60
555	chr4	24249781	24249762	+	18.25	8.38	>>>>>>>>>>>	0	30	60
556	chr1	175603551	175603532	-	18.2	12.0	>>>>>>>>>>>	0	30	60
557	chr7	131897479	131897460	+	18.19	16.34	>>>>>>>>>>>	0	30	60
558	chr2	125259455	125259436	-	18.17	32.72	>>>>>>>>>>>	0	30	60
559	chr8	11943262	11943243	-	18.0	20.05	>>>>>>>>>>>	0	30	60
560	chr13	74861814	74861795	+	17.98	11.664	>>>>>>>>>>>	0	30	60
561	chr3	37302880	37302861	-	17.98	17.84	>>>>>>>>>>>	0	30	60
562	chr2	165391753	165391734	+	17.95	20.97	>>>>>>>>>>>	0	30	60
563	chr1	167669968	167669949	-	17.94	39.3	>>>>>>>>>>>	0	30	60
564	chr14	24311319	24311300	+	17.89	24.48	>>>>>>>>>>>	0	30	60
565	chr6	125622660	125622641	+	17.86	24.67	>>>>>>>>>>>	0	30	60
566	chr16	91694897	91694878	+	17.83	21.03	>>>>>>>>>>>	0	30	60
567	chr7	100886752	100886733	-	17.8	33.3	>>>>>>>>>>>	0	30	60
568	chr2	165779092	165779073	+	17.7	43.9	>>>>>>>>>>>	0	30	60
569	chr4	118988734	118988715	-	17.7	12.37	>>>>>>>>>>>	0	30	60
570	chr9	111939788	111939769	+	17.64	16.92	>>>>>>>>>>>	0	30	60
571	chr9	40806571	40806552	+	17.64	39.78	>>>>>>>>>>>	0	30	60
572	chr19	21571392	21571373	+	17.64	11.9	>>>>>>>>>>>	0	30	60
573	chr10	49785057	49785038	-	17.56	2.498	>>>>>>>>>>>	0	30	60
574	chr3	84922220	84922201	+	17.47	28.94	>>>>>>>>>>>	0	30	60
575	chr12	7991018	7990999	+	17.47	17.66	>>>>>>>>>>>	0	30	60
576	chr8	106687694	106687675	+	17.45	42.0	>>>>>>>>>>>	0	30	60
577	chr19	15998346	15998327	+	17.33	27.56	>>>>>>>>>>>	0	30	60
578	chr10	30838389	30838370	+	17.3	7.543	>>>>>>>>>>>	0	30	60
579	chr2	6469364	6469345	-	17.28	15.65	>>>>>>>>>>>	0	30	60
580	chr9	59678540	59678521	-	17.28	29.06	>>>>>>>>>>>	0	30	60
581	chr18	60143536	60143517	-	17.25	6.348	>>>>>>>>>>>	0	30	60
582	chr2	76114972	76114953	-	17.25	26.88	>>>>>>>>>>>	0	30	60
583	chr1	192722361	192722342	-	17.23	36.0	>>>>>>>>>>>	0	30	60
584	chr13	6737153	6737134	+	17.23	24.25	>>>>>>>>>>>	0	30	60
585	chr10	116199232	116199213	+	17.23	24.89	>>>>>>>>>>>	0	30	60
586	chr18	6627309	6627290	+	17.06	30.4	>>>>>>>>>>>	0	30	60
587	chr7	117375969	117375950	-	17.03	13.42	>>>>>>>>>>>	0	30	60
588	chr11	7200225	7200206	+	17.03	39.34	>>>>>>>>>>>	0	30	60
589	chr3	152474817	152474798	+	16.98	9.51	>>>>>>>>>>>	0	30	60
590	chr12	4107565	4107546	+	16.97	22.11	>>>>>>>>>>>	0	30	60
591	chr18	78212287	78212268	-	16.83	18.31	>>>>>>>>>>>	0	30	60
592	chr2	17842170	17842151	-	16.81	6.844	>>>>>>>>>>>	0	30	60
593	chr5	112429191	112429172	-	16.78	14.19	>>>>>>>>>>>	0	30	60
594	chr9	54169687	54169668	+	16.73	16.64	>>>>>>>>>>>	0	30	60
595	chr9	78597063	78597044	+	16.73	17.98	>>>>>>>>>>>	0	30	60
596	chr2	125556029	125556010	+	16.69	19.19	>>>>>>>>>>>	0	30	60
597	chr4	86545837	86545818	-	16.69	26.34	>>>>>>>>>>>	0	30	60
598	chr11	34229190	34229171	+	16.55	19.56	>>>>>>>>>>>	0	30	60
599	chr13	60479163	60479144	+	16.52	1.697	>>>>>>>>>>>	0	30	60
600	chr11	57788119	57788100	+	16.36	29.88	>>>>>>>>>>>	0	30	60
601	chr5	117504639	117504620	+	16.36	53.34	>>>>>>>>>>>	0	30	60
602	chr1	128368923	128368904	+	16.28	14.01	>>>>>>>>>>>	0	30	60
603	chr14	51098507	51098488	-	16.28	41.22	>>>>>>>>>>>	0	30	60
604	chr10	14404268	14404249	+	16.23	20.66	>>>>>>>>>>>	0	30	60
605	chr18	65752297	65752278	-	16.1	16.11	>>>>>>>>>>>	0	30	60
606	chr3	59077498	59077479	+	16.1	40.72	>>>>>>>>>>>	0	30	60
607	chr1	119919473	119919454	+	16.06	20.62	>>>>>>>>>>>	0	30	60
608	chr1	86598699	86598680	+	16.03	48.72	>>>>>>>>>>>	0	30	60
609	chr1	80178208	80178189	-	16.0	17.12	>>>>>>>>>>>	0	30	60
610	chr15	64132164	64132145	+	15.96	15.336	>>>>>>>>>>>	0	30	60
611	chr2	4652218	4652199	-	15.91	22.83	>>>>>>>>>>>	0	30	60
612	chr9	40805489	40805470	-	15.86	35.53	>>>>>>>>>>>	0	30	60
613	chr13	30549079	30549060	-	15.805	25.34	>>>>>>>>>>>	0	30	60
614	chr3	82350530	82350511	-	15.805	7.78	>>>>>>>>>>>	0	30	60
615	chr7	81155234	81155215	-	15.805	19.0	>>>>>>>>>>>	0	30	60
616	chr4	107701325	107701306	-	15.8	18.55	>>>>>>>>>>>	0	30	60
617	chr11	76655250	76655231	+	15.8	25.19	>>>>>>>>>>>	0	30	60
618	chr7	122945377	122945358	+	15.72	20.64	>>>>>>>>>>>	0	30	60
619	chr16	32697312	32697293	+	15.695	24.02	>>>>>>>>>>>	0	30	60
620	chr13	114460825	114460806	-	15.65	8.25	>>>>>>>>>>>	0	30	60
621	chr19	59389409	59389390	+	15.65	31.4	>>>>>>>>>>>	0	30	60
622	chr7	45451495	45451476	+	15.64	35.4	>>>>>>>>>>>	0	30	60
623	chr15	85599066	85599047	+	15.625	30.86	>>>>>>>>>>>	0	30	60
624	chr10	9012998	9012979	+	15.6	21.77	>>>>>>>>>>>	0	30	60
625	chr13	24318872	24318853	-	15.58	11.58	>>>>>>>>>>>	0	30	60
626	chr3	123506917	123506898	-	15.53	17.17	>>>>>>>>>>>	0	30	60
627	chr13	101719731	101719712	-	15.48	25.34	>>>>>>>>>>>	0	30	60
628	chr12	12412898	12412879	-	15.43	30.47	>>>>>>>>>>>	0	30	60
629	chr10	127342496	127342477	-	15.4	29.73	>>>>>>>>>>>	0	30	60
630	chr7	28972871	28972852	+	15.39	21.2	>>>>>>>>>>>	0	30	60
631	chr5	130862481	130862462	+	15.33	29.22	>>>>>>>>>>>	0	30	60
632	chr13	53779354	53779335	+	15.31	23.8	>>>>>>>>>>>	0	30	60
633	chr11	51582940	51582921	-	15.305	26.1	>>>>>>>>>>>	0	30	60
634	chr3	34150257	34150238	+	15.3	17.19	>>>>>>>>>>>	0	30	60
635	chr9	30423156	30423137	-	15.29	30.31	>>>>>>>>>>>	0	30	60
636	chr1	55886585	55886566	+	15.29	16.73	>>>>>>>>>>>	0	30	60
637	chr8	121104251	121104232	+	15.28	31.56	>>>>>>>>>>>	0	30	60
638	chr2	31683894	31683875	+	15.27	30.73	>>>>>>>>>>>	0	30	60
639	chr9	121458682	121458663	+	15.27	42.72	>>>>>>>>>>>	0	30	60
640	chr13	111421545	111421526	+	15.22	27.25	>>>>>>>>>>>	0	30	60
641	chr18	56572965	56572946	+	15.22	32.7	>>>>>>>>>>>	0	30	60
642	chr18	42593315	42593296	+	15.2	8.75	>>>>>>>>>>>	0	30	60
643	chr8	118287683	118287664	+	15.2	7.145	>>>>>>>>>>>	0	30	60
644	chr14	47742843	47742824	+	15.18	9.65	>>>>>>>>>>>	0	30	60
645	chr1	184791312	184791293	-	15.164	27.39	>>>>>>>>>>>	0	30	60
646	chr6	106800166	106800147	-	15.1	18.75	>>>>>>>>>>>	0	30	60
647	chr11	12025880	12025861	+	15.06	18.02	>>>>>>>>>>>	0	30	60
648	chr5	129594341	129594322	-	15.03	29.4	>>>>>>>>>>>	0	30	60
649	chr13	16005724	16005705	+	15.016	13.71	>>>>>>>>>>>	0	30	60
650	chr14	65597230	65597211	+	15.016	14.01	>>>>>>>>>>>	0	30	60
651	chr5	99900280	99900261	-	14.95	10.75	>>>>>>>>>>>	0	30	60
652	chr8	11421350	11421331	-	14.945	26.12	>>>>>>>>>>>	0	30	60
653	chr19	4755748	4755729	+	14.93	24.55	>>>>>>>>>>>	0	30	60
654	chr10	110733540	110733521	-	14.914	16.5	>>>>>>>>>>>	0	30	60
655	chr5	67752088	67752069	+	14.89	18.31	>>>>>>>>>>>	0	30	60
656	chr9	77381774	77381755	-	14.85	26.45	>>>>>>>>>>>	0	30	60
657	chr18	81951830	81951811	-	14.76	34.06	>>>>>>>>>>>	0	30	60
658	chr1	86059644	86059625	+	14.734	30.22	>>>>>>>>>>>	0	30	60
659	chr1	52630636	52630617	-	14.734	9.89	>>>>>>>>>>>	0	30	60
660	chr2	174308107	174308088	+	14.69	14.67	>>>>>>>>>>>	0	30	60
661	chr11	99364649	99364630	-	14.6	16.03	>>>>>>>>>>>	0	30	60
662	chr13	109558424	109558405	+	14.49	16.98	>>>>>>>>>>>	0	30	60
663	chr12	58201405	58201386	-	14.48	6.883	>>>>>>>>>>>	0	30	60
664	chr7	137471937	137471918	+	14.445	28.83	>>>>>>>>>>>	0	30	60
665	chr17	26916803	26916784	+	14.414	25.05	>>>>>>>>>>>	0	30	60
666	chr5	87871626	87871607	-	14.414	20.39	>>>>>>>>>>>	0	30	60
667	chr2	125252443	125252424	+	14.414	25.9	>>>>>>>>>>>	0	30	60
668	chr1	9549185	9549166	+	14.414	19.5	>>>>>>>>>>>	0	30	60
669	chr11	11788608	11788589	-	14.38	31.97	>>>>>>>>>>>	0	30	60
670	chr7	43928727	43928708	+	14.36	11.45	>>>>>>>>>>>	0	30	60
671	chr10	60760656	60760637	-	14.31	36.9	>>>>>>>>>>>	0	30	60
672	chr6	17362958	17362939	+	14.31	3.076	>>>>>>>>>>>	0	30	60
673	chr1	136521528	136521509	-	14.305	21.69	>>>>>>>>>>>	0	30	60
674	chr2	153147934	153147915	+	14.28	18.94	>>>>>>>>>>>	0	30	60
675	chr8	61522313	61522294	+	14.266	28.28	>>>>>>>>>>>	0	30	60
676	chr18	56759303	56759284	+	14.266	12.61	>>>>>>>>>>>	0	30	60
677	chr14	115451146	115451127	-	14.234	4.215	>>>>>>>>>>>	0	30	60
678	chr1	176218428	176218409	+	14.195	14.99	>>>>>>>>>>>	0	30	60
679	chr15	97665520	97665501	-	14.18	30.02	>>>>>>>>>>>	0	30	60
680	chr13	20299620	20299601	+	14.18	33.25	>>>>>>>>>>>	0	30	60
681	chr9	59969601	59969582	-	14.14	17.69	>>>>>>>>>>>	0	30	60
682	chr16	57611975	57611956	+	14.055	18.66	>>>>>>>>>>>	0	30	60
683	chr12	15816144	15816125	+	13.984	8.52	>>>>>>>>>>>	0	30	60
684	chr15	82271381	82271362	-	13.95	28.55	>>>>>>>>>>>	0	30	60
