	chrom	start	end	region	is_bad_bin	log2_insulation_score_200000	n_valid_pixels_200000	boundary_strength_200000	is_boundary_200000
570	chr2	110610000	110620000	chr2	False	-0.4677597259625821	337.0	0.8609246540143769	True
571	chr2	111020000	111030000	chr2	True	-0.8556529387870838	306.0	1.2354750134362402	True
572	chr2	112220000	112230000	chr2	False	-0.7462231585666537	297.0	0.9301257118172402	True
573	chr2	112490000	112500000	chr2	False	-0.7179929666432319	397.0	0.682344292521523	True
574	chr2	112780000	112790000	chr2	False	-0.7477568502539795	397.0	1.090978675678022	True
575	chr2	113290000	113300000	chr2	False	-0.3834249560386722	397.0	0.7065725145871612	True
576	chr2	113490000	113500000	chr2	False	-0.358005761909782	397.0	0.3406604399241992	True
577	chr2	113850000	113860000	chr2	True	-1.019313433560218	323.0	1.169539627099334	True
578	chr2	114200000	114210000	chr2	False	-1.1603634110981127	397.0	1.7292951771964953	True
579	chr2	115150000	115160000	chr2	True	-0.2422903460529515	361.0	0.3178889391534433	True
580	chr2	115510000	115520000	chr2	False	-0.4573715010714977	397.0	0.5522023332365555	True
581	chr2	115840000	115850000	chr2	False	-0.3793725782441912	397.0	0.5360227321421477	True
582	chr2	116090000	116100000	chr2	False	-1.1173785366479978	397.0	1.513675704793536	True
583	chr2	116520000	116530000	chr2	True	-0.4044438602941433	324.0	0.5296812334170025	True
584	chr2	116870000	116880000	chr2	False	-1.0986069042423685	397.0	1.4281972925840607	True
585	chr2	117230000	117240000	chr2	False	-0.4428428170860168	397.0	0.3994970737904255	True
586	chr2	117460000	117470000	chr2	False	-0.6197208115889721	397.0	1.240184382172845	True
587	chr2	118240000	118250000	chr2	False	-0.438901943395719	397.0	0.6838268372802021	True
588	chr2	118470000	118480000	chr2	False	-0.154864982752486	397.0	0.2586571001179413	True
589	chr2	118630000	118640000	chr2	False	-0.0640099325329203	397.0	0.3659752413649835	True
590	chr2	119020000	119030000	chr2	False	-0.5165522572977459	397.0	1.086862835379511	True
591	chr2	119610000	119620000	chr2	False	-0.276710175509341	397.0	0.7397532580727193	True
592	chr2	120350000	120360000	chr2	False	-0.1796656252401377	397.0	0.5292906909737427	True
593	chr2	120620000	120630000	chr2	False	-0.1110001326293706	397.0	0.3442305967312155	True
594	chr2	121140000	121150000	chr2	False	-0.2427145398849121	397.0	0.6319588483553795	True
595	chr2	121460000	121470000	chr2	True	-0.7759907056460295	361.0	1.3618490357404478	True
596	chr2	122030000	122040000	chr2	False	-0.6089724048487559	397.0	0.7315603428575828	True
597	chr2	122370000	122380000	chr2	False	-0.6977172677043754	337.0	1.0789629356157275	True
598	chr2	122780000	122790000	chr2	False	-0.5792886691541639	377.0	0.797594059395671	True
599	chr2	123210000	123220000	chr2	False	-0.4891690963108497	397.0	0.6235797418148102	True
600	chr2	124080000	124090000	chr2	False	-0.5182200759415163	397.0	0.5899002522473468	True
601	chr2	124940000	124950000	chr2	False	-0.3171841672502501	397.0	0.3755582369688029	True
602	chr2	125250000	125260000	chr2	False	-0.9958030409579156	397.0	1.7209176734990854	True
603	chr2	125550000	125560000	chr2	False	-0.5612200153553101	397.0	0.7864608216272408	True
604	chr2	125860000	125870000	chr2	False	-0.6769531783168214	397.0	0.9280947360557974	True
605	chr2	126540000	126550000	chr2	False	-0.8873250414708208	397.0	1.1658695094750122	True
606	chr2	127020000	127030000	chr2	False	-0.2405268552741344	397.0	0.5629445965581966	True
607	chr2	127260000	127270000	chr2	False	-0.0813822467587584	397.0	0.2830890535540811	True
608	chr2	127830000	127840000	chr2	False	-0.7858373884493128	397.0	1.3176895352435996	True
609	chr2	128110000	128120000	chr2	False	-0.180267901260913	397.0	0.3954524697630206	True
610	chr2	128400000	128410000	chr2	False	-0.2470130336195417	397.0	0.2885860665192917	True
611	chr2	128600000	128610000	chr2	False	-0.705323329795541	397.0	1.2440798853143042	True
612	chr2	129070000	129080000	chr2	False	-0.3313770312473008	397.0	0.5138846414886263	True
613	chr2	129470000	129480000	chr2	False	-0.1459234094455488	397.0	0.506332049459417	True
614	chr2	129880000	129890000	chr2	False	-0.1442432545115413	397.0	0.5326611277544564	True
615	chr2	130270000	130280000	chr2	False	-0.5266832536932347	397.0	0.9255646844531696	True
616	chr2	130580000	130590000	chr2	False	-0.187256802283475	397.0	0.2738521145502852	True
617	chr2	131030000	131040000	chr2	False	-0.3219800599400823	397.0	0.4470265193886835	True
618	chr2	131530000	131540000	chr2	False	-0.5613862077578426	397.0	1.0138634007922678	True
619	chr2	131800000	131810000	chr2	False	-0.2493012232947477	377.0	0.7429626424547315	True
620	chr2	132260000	132270000	chr2	False	-0.9101494207623924	397.0	1.369958887022074	True
621	chr2	132500000	132510000	chr2	False	-0.1650533860296798	397.0	0.3568185623583274	True
622	chr2	132950000	132960000	chr2	False	-0.9968702482105688	397.0	1.3262549570106437	True
623	chr2	133540000	133550000	chr2	False	-0.3366233350209904	397.0	0.556569199327512	True
624	chr2	134110000	134120000	chr2	False	-0.4379333986151008	397.0	0.756840600146585	True
625	chr2	134530000	134540000	chr2	False	-0.4774412038150155	377.0	0.7986080703425625	True
626	chr2	135340000	135350000	chr2	False	-1.1104977353890055	397.0	1.8574257545686887	True
627	chr2	135950000	135960000	chr2	False	-0.5092263234768988	397.0	0.837189648777261	True
628	chr2	136150000	136160000	chr2	False	-0.3618952820420272	397.0	0.2988651773847703	True
629	chr2	136880000	136890000	chr2	False	-0.6264828990098468	377.0	0.8998944830709024	True
630	chr2	137110000	137120000	chr2	False	-0.4230066729316309	397.0	0.3101925672361542	True
631	chr2	137980000	137990000	chr2	False	-0.9715013071768088	397.0	1.4215002643227934	True
632	chr2	138570000	138580000	chr2	True	-0.1536642445039082	342.0	0.3478251872623127	True
633	chr2	139360000	139370000	chr2	False	-0.3614709562313399	357.0	0.5702504873723012	True
634	chr2	139730000	139740000	chr2	False	-0.1162831168937789	397.0	0.4211821656552658	True
635	chr2	140170000	140180000	chr2	False	-0.5073804615414821	357.0	0.7310605597483947	True
636	chr2	140540000	140550000	chr2	True	-0.5505399882048074	342.0	0.7716497681881562	True
637	chr2	141100000	141110000	chr2	True	-0.1373568939868059	361.0	0.2507825892628049	True
638	chr2	142200000	142210000	chr2	True	-0.2358675824841218	361.0	0.3695149019562205	True
639	chr2	143100000	143110000	chr2	False	-0.7645321495903626	397.0	1.135379059580074	True
640	chr2	143810000	143820000	chr2	False	-0.493353006671605	397.0	0.8264626726793403	True
641	chr2	144250000	144260000	chr2	False	-0.6902696881522277	397.0	0.8410814561223992	True
642	chr2	144600000	144610000	chr2	False	-0.853030605830718	397.0	1.3968310620929003	True
643	chr2	145140000	145150000	chr2	True	-0.1010259597957995	342.0	0.3079512877044151	True
644	chr2	145650000	145660000	chr2	False	-0.6611228881034688	377.0	0.798915660993954	True
645	chr2	145920000	145930000	chr2	False	-0.7328086321860008	397.0	1.2035810375792124	True
646	chr2	146430000	146440000	chr2	False	-0.4497943772145109	397.0	0.8349396882350109	True
647	chr2	146910000	146920000	chr2	False	-0.0414124060202341	397.0	0.3774292295019314	True
648	chr2	147180000	147190000	chr2	False	-0.2624685966282447	397.0	0.3497432335326177	True
649	chr2	147370000	147380000	chr2	False	-0.6637637124965321	377.0	1.1349923178527266	True
650	chr2	147790000	147800000	chr2	False	-0.6140213933955829	397.0	1.1601600195644532	True
651	chr2	148110000	148120000	chr2	False	-0.5823760649512278	397.0	0.9954699868099032	True
652	chr2	148670000	148680000	chr2	False	-0.71378999448328	397.0	1.3135694663287314	True
653	chr2	149180000	149190000	chr2	True	-0.1521201001249706	342.0	0.4873799754541493	True
654	chr2	150050000	150060000	chr2	False	-0.0131227059562055	297.0	0.5048853197791277	True
655	chr2	150790000	150800000	chr2	False	-0.0699250216684783	397.0	0.7119366590769693	True
656	chr2	152010000	152020000	chr2	False	-0.1324948031133768	397.0	0.6973172878546785	True
657	chr2	152370000	152380000	chr2	False	-0.2509540421752244	397.0	0.3553808308174937	True
658	chr2	152600000	152610000	chr2	False	-0.303713563297367	397.0	0.7980143407594195	True
659	chr2	152880000	152890000	chr2	False	-0.2642827233570036	397.0	0.7169493925647257	True
660	chr2	153140000	153150000	chr2	False	-0.0665301718589024	397.0	0.3404789809110894	True
661	chr2	153660000	153670000	chr2	False	-0.1833366491067674	397.0	0.5273983833908874	True
662	chr2	154310000	154320000	chr2	True	-0.3667591031488931	342.0	0.6035270303712705	True
663	chr2	154620000	154630000	chr2	False	-0.4204239764797677	397.0	0.9446843621964678	True
664	chr2	154970000	154980000	chr2	False	-0.1873532570881222	377.0	0.4488649070064641	True
665	chr2	155450000	155460000	chr2	False	-0.212243165714535	397.0	0.6508898383932633	True
666	chr2	155810000	155820000	chr2	False	-0.0748863113835516	397.0	0.4008355356740346	True
667	chr2	156160000	156170000	chr2	False	-0.5478384197715541	397.0	1.1936454287670153	True
668	chr2	156770000	156780000	chr2	False	-0.1801802674809863	397.0	0.6938800149723203	True
669	chr2	157110000	157120000	chr2	False	-0.2131735334378879	397.0	0.8507822444352715	True
670	chr2	157590000	157600000	chr2	False	-0.6060992543413577	397.0	1.2517533972573576	True
671	chr2	158020000	158030000	chr2	False	-0.1181923798529157	397.0	0.4429998615424982	True
672	chr2	158360000	158370000	chr2	False	-0.6469656507073824	397.0	1.0796676987438474	True
673	chr2	158870000	158880000	chr2	False	-0.8625933871606699	397.0	1.5553728204132369	True
674	chr2	160000000	160010000	chr2	False	-0.0890804127549537	397.0	0.284601082523181	True
675	chr2	160360000	160370000	chr2	False	-0.6013851318201888	397.0	0.7989601401921166	True
676	chr2	160590000	160600000	chr2	False	-0.644604099085544	397.0	0.9360721401593004	True
677	chr2	160950000	160960000	chr2	False	-0.6613222275963488	397.0	0.9099439869442382	True
678	chr2	161650000	161660000	chr2	True	-0.0938457872863587	361.0	0.2929194089553534	True
679	chr2	162900000	162910000	chr2	False	-0.8087386562868585	397.0	1.2578284995162992	True
680	chr2	163410000	163420000	chr2	False	-0.3574132492729212	397.0	0.7242871464561793	True
681	chr2	164070000	164080000	chr2	False	-0.5383023657226482	397.0	0.9967292068284496	True
682	chr2	164370000	164380000	chr2	False	-0.5673951556760313	397.0	1.262632041123947	True
683	chr2	164770000	164780000	chr2	False	-0.4956113981360328	397.0	0.704557370083978	True
684	chr2	165390000	165400000	chr2	False	-0.2482680993060505	397.0	0.8671208905296895	True
685	chr2	165770000	165780000	chr2	False	-0.4806444082513569	397.0	1.272829588988874	True
686	chr2	166080000	166090000	chr2	False	-0.4088054012254021	397.0	0.6358118534305247	True
687	chr2	166570000	166580000	chr2	False	-0.2419723230536418	397.0	0.8161242936175019	True
688	chr2	167010000	167020000	chr2	False	-0.3566563102236683	397.0	1.103343193141873	True
689	chr2	167500000	167510000	chr2	False	-0.0863194282046639	397.0	0.351844272051612	True
690	chr2	167630000	167640000	chr2	False	-0.2158173969879398	397.0	0.7830986052737879	True
691	chr2	168060000	168070000	chr2	False	-0.2737150116874817	397.0	0.9427428866234612	True
692	chr2	168230000	168240000	chr2	False	-0.226948739789158	397.0	0.3017826493264084	True
693	chr2	168660000	168670000	chr2	False	-0.1964852890868803	397.0	0.7536987421606819	True
694	chr2	169010000	169020000	chr2	False	-1.0639955811721045	397.0	1.9277101137291963	True
695	chr2	170040000	170050000	chr2	False	-0.3299351186470016	397.0	0.7510219491981158	True
696	chr2	170410000	170420000	chr2	False	-0.1692831507297203	397.0	0.507594625987247	True
697	chr2	170880000	170890000	chr2	False	-0.6488197737627044	397.0	1.1173975121259812	True
698	chr2	171410000	171420000	chr2	False	-0.2475309650176552	397.0	0.626404443190762	True
699	chr2	172210000	172220000	chr2	False	-0.6263386121865759	397.0	1.1189870262714663	True
700	chr2	172450000	172460000	chr2	False	-0.3760047085378714	397.0	0.4364721187564298	True
701	chr2	172810000	172820000	chr2	False	-0.1541707444233701	397.0	0.6421267631838237	True
702	chr2	173090000	173100000	chr2	False	-0.2112906153053287	397.0	0.928543556360258	True
703	chr2	173570000	173580000	chr2	False	-0.6735284052021718	397.0	1.1168180193534882	True
704	chr2	174300000	174310000	chr2	False	-0.7985710198217799	397.0	1.5470514532771826	True
705	chr2	178400000	178410000	chr2	False	-0.4153511989840622	397.0	1.433694177717404	True
706	chr2	179420000	179430000	chr2	False	-0.11739284190463	397.0	0.4492969334162302	True
707	chr2	179880000	179890000	chr2	False	-0.3234151019320711	397.0	0.7407863658434231	True
708	chr2	180260000	180270000	chr2	False	-0.1401410824014273	397.0	0.6122431539340628	True
709	chr2	180780000	180790000	chr2	False	-0.091734489991533	397.0	0.5408129585599566	True
710	chr3	3310000	3320000	chr3	True	-0.2764878642810204	270.0	0.8372926043450855	True
711	chr3	3720000	3730000	chr3	True	-0.3030792394923539	324.0	0.6224912753915011	True
712	chr3	4620000	4630000	chr3	True	-0.1192136333661972	324.0	0.3088640093830671	True
713	chr3	5200000	5210000	chr3	False	-0.2150009879224089	377.0	0.2838605542563641	True
714	chr3	6300000	6310000	chr3	True	-0.8034729604413618	361.0	1.2400296159826387	True
715	chr3	7030000	7040000	chr3	False	-0.6013583769268476	337.0	0.9443123864800528	True
716	chr3	7310000	7320000	chr3	False	-0.2444736905947822	377.0	0.2665458500638464	True
717	chr3	7510000	7520000	chr3	False	-0.3778712502055019	377.0	0.4599538132000655	True
718	chr3	8240000	8250000	chr3	False	-0.009285654875224	377.0	0.251775628683522	True
719	chr3	8580000	8590000	chr3	True	-0.8558682277627805	361.0	1.5594050526218468	True
720	chr3	8920000	8930000	chr3	False	-0.2686038711746953	397.0	0.7982939478428828	True
721	chr3	9360000	9370000	chr3	False	-0.0681429975920515	397.0	0.4937566168040276	True
722	chr3	9710000	9720000	chr3	False	-0.513242056530459	397.0	1.1461052978848771	True
723	chr3	9950000	9960000	chr3	True	-0.3383798173604406	361.0	0.827458481425104	True
724	chr3	10320000	10330000	chr3	False	-0.8248938106163517	397.0	1.1661103748345174	True
725	chr3	11080000	11090000	chr3	False	-0.1825488400184051	339.0	0.3908037489911774	True
726	chr3	11410000	11420000	chr3	True	-0.19864895791995	361.0	0.5397172759815729	True
727	chr3	12370000	12380000	chr3	True	-0.1417513517728185	323.0	0.2777323301737958	True
728	chr3	12620000	12630000	chr3	True	-0.1923725172020149	304.0	0.3899770913152637	True
729	chr3	13470000	13480000	chr3	False	-0.0799736976026101	377.0	0.269478182168344	True
730	chr3	13880000	13890000	chr3	True	-0.9786236818749806	323.0	1.789764291209481	True
731	chr3	14670000	14680000	chr3	False	-0.4535863556607811	377.0	0.8799046124161738	True
732	chr3	14870000	14880000	chr3	False	-0.309773355216535	358.0	0.484813190025694	True
733	chr3	16230000	16240000	chr3	True	-1.0034212118848755	324.0	1.5796815910659592	True
734	chr3	17910000	17920000	chr3	False	-0.7591266441435666	397.0	1.150917841407891	True
735	chr3	19160000	19170000	chr3	False	-0.8645054218839485	397.0	1.26115765745026	True
736	chr3	19510000	19520000	chr3	False	-0.2659947225591261	397.0	0.2815344863879242	True
737	chr3	19890000	19900000	chr3	False	-0.5119489942105652	377.0	0.791209237676445	True
738	chr3	20210000	20220000	chr3	False	-0.2867895693571535	377.0	0.3641174568106132	True
739	chr3	20580000	20590000	chr3	False	-0.9223840197806102	357.0	1.4044203864302216	True
740	chr3	21450000	21460000	chr3	True	-0.0724521657280942	361.0	0.4567203252357266	True
741	chr3	22300000	22310000	chr3	False	-0.7266629035669179	357.0	1.1762524551840603	True
742	chr3	22930000	22940000	chr3	True	-0.2595910218670328	323.0	0.3856869751743251	True
743	chr3	23300000	23310000	chr3	True	-0.1953791236743171	342.0	0.2936377515220668	True
744	chr3	24230000	24240000	chr3	True	-0.5318398031128679	361.0	0.888166095760043	True
745	chr3	25220000	25230000	chr3	True	-0.505501107606739	361.0	0.7054226884448754	True
746	chr3	25550000	25560000	chr3	True	-0.4368314000286427	285.0	0.6719039718584437	True
747	chr3	26090000	26100000	chr3	False	-0.1856757646025427	397.0	0.2714353599723394	True
748	chr3	26390000	26400000	chr3	True	-0.2032222465962619	342.0	0.3367555980426258	True
749	chr3	27060000	27070000	chr3	False	-0.4067824381309097	397.0	0.5484269054419914	True
750	chr3	27470000	27480000	chr3	False	-0.2293616419315891	397.0	0.3671454297073596	True
751	chr3	27890000	27900000	chr3	False	-0.1254426812289404	397.0	0.3517115526194008	True
752	chr3	28150000	28160000	chr3	False	-0.3173449796015753	397.0	0.5598710802145574	True
753	chr3	28540000	28550000	chr3	False	-0.2257127509201559	397.0	0.5517419851188422	True
754	chr3	29720000	29730000	chr3	False	-0.6773821212099205	397.0	1.0448525868877006	True
755	chr3	30000000	30010000	chr3	False	-0.2812254056746302	397.0	0.3069754519609015	True
756	chr3	30510000	30520000	chr3	False	-0.660768462610821	397.0	1.014197914007461	True
757	chr3	31140000	31150000	chr3	False	-0.6182165568355027	397.0	1.030896628106615	True
758	chr3	31680000	31690000	chr3	False	-0.7603602613443139	264.0	1.2131428801877775	True
759	chr3	32320000	32330000	chr3	False	-0.8092255180814616	377.0	1.253040761703586	True
760	chr3	32710000	32720000	chr3	False	-0.3256665406877722	397.0	0.498868718960839	True
761	chr3	33240000	33250000	chr3	True	-0.1814323693380714	361.0	0.3063227343215304	True
762	chr3	33800000	33810000	chr3	False	-1.1998009443729123	377.0	1.854420130970918	True
763	chr3	34150000	34160000	chr3	False	-0.2935983464048847	397.0	0.5562207564192141	True
764	chr3	34630000	34640000	chr3	False	-0.3538639757833988	397.0	0.6787392594230064	True
765	chr3	34790000	34800000	chr3	False	-0.1335926547524937	397.0	0.350416558782587	True
766	chr3	35120000	35130000	chr3	False	-0.1084120374902778	397.0	0.3851946676967024	True
767	chr3	35640000	35650000	chr3	False	-0.7019177023395622	397.0	1.2252704092491673	True
768	chr3	36150000	36160000	chr3	False	-0.4819959306243478	397.0	0.9580325231937554	True
769	chr3	36560000	36570000	chr3	False	-0.92973139908698	397.0	1.3308887908067408	True
770	chr3	36850000	36860000	chr3	False	-0.3069082999294888	397.0	0.2528273721514573	True
771	chr3	37300000	37310000	chr3	False	-0.5222453975090358	397.0	0.2876471807488605	True
772	chr3	37420000	37430000	chr3	False	-0.6392104660391873	397.0	0.9065592892556836	True
773	chr3	38210000	38220000	chr3	True	-0.8288831711005396	342.0	1.0934022318706678	True
774	chr3	38870000	38880000	chr3	False	-1.2634669316525526	397.0	1.924406325007427	True
775	chr3	39730000	39740000	chr3	False	-0.3484852577111816	397.0	0.3843170234762934	True
776	chr3	40390000	40400000	chr3	False	-0.4528995796817042	317.0	0.5937824274989533	True
777	chr3	41610000	41620000	chr3	False	-0.8491242255671281	377.0	1.105086255883775	True
778	chr3	42170000	42180000	chr3	True	-0.3525776369709071	342.0	0.2612277772660349	True
779	chr3	43190000	43200000	chr3	True	-0.3427369654268012	324.0	0.3408148425129996	True
780	chr3	43820000	43830000	chr3	True	-0.4035403472429406	342.0	0.5068943938468671	True
781	chr3	44620000	44630000	chr3	True	-0.2165674931478918	361.0	0.2937499461368449	True
782	chr3	44910000	44920000	chr3	False	-0.4022307594696552	397.0	0.5103695450866056	True
783	chr3	45370000	45380000	chr3	False	-1.125068795700078	397.0	1.487988317263237	True
784	chr3	45890000	45900000	chr3	True	-0.264557093581621	342.0	0.4513257394954105	True
785	chr3	47020000	47030000	chr3	False	-0.6020789049062594	397.0	0.684928388511547	True
786	chr3	48890000	48900000	chr3	False	-0.7662571913056055	397.0	1.003353747582274	True
787	chr3	50070000	50080000	chr3	False	-0.5099061927563744	397.0	0.6326286788062873	True
788	chr3	50900000	50910000	chr3	False	-0.2812739670754224	317.0	0.3338341448576231	True
789	chr3	51180000	51190000	chr3	False	-0.8335246904359516	397.0	1.1067646504021902	True
790	chr3	51470000	51480000	chr3	False	-0.499593735910812	397.0	0.5502880691258242	True
791	chr3	51700000	51710000	chr3	False	-0.1940931535174402	397.0	0.3793034498987365	True
792	chr3	52250000	52260000	chr3	False	-1.1339162153399382	377.0	1.5017969185118871	True
793	chr3	53010000	53020000	chr3	False	-0.6236826493819562	377.0	0.9728078357549697	True
794	chr3	53490000	53500000	chr3	False	-0.7125257545448885	397.0	0.9756906013712652	True
795	chr3	53730000	53740000	chr3	False	-0.3435883456057678	397.0	0.4447344856583242	True
796	chr3	54250000	54260000	chr3	False	-0.3066677522000261	397.0	0.5020779158577706	True
797	chr3	54790000	54800000	chr3	False	-0.8454805184794796	397.0	1.2256561002709183	True
798	chr3	55120000	55130000	chr3	False	-0.4199349737438547	397.0	0.5356873542133984	True
799	chr3	55370000	55380000	chr3	False	-0.350533303240237	397.0	0.4425247181007175	True
800	chr3	55980000	55990000	chr3	False	-0.7475394716245983	397.0	1.1487462875848489	True
801	chr3	56540000	56550000	chr3	True	-0.372930568318353	361.0	0.4525851020364742	True
802	chr3	57220000	57230000	chr3	False	-0.5859814378810996	377.0	0.6943257113723736	True
803	chr3	57450000	57460000	chr3	False	-0.3287722036890271	397.0	0.3233036903239537	True
804	chr3	57840000	57850000	chr3	False	-0.5058275019222118	397.0	0.6235238456846253	True
805	chr3	58150000	58160000	chr3	False	-0.3984507500783739	397.0	0.5413632313295738	True
806	chr3	58470000	58480000	chr3	False	-0.5642716224211155	397.0	0.736587115528902	True
807	chr3	59070000	59080000	chr3	False	-0.7170779960256481	397.0	1.0646503164368992	True
808	chr3	59780000	59790000	chr3	False	-0.4640892500271927	377.0	0.8009457951653236	True
809	chr3	60120000	60130000	chr3	False	-0.5368239401122259	357.0	0.6258497116982381	True
810	chr3	60680000	60690000	chr3	False	-0.5673697119748928	397.0	0.6995408113370325	True
811	chr3	61220000	61230000	chr3	False	-0.6718612063201368	397.0	0.9942918418211796	True
812	chr3	61840000	61850000	chr3	False	-0.314613292475619	357.0	0.5324782279803285	True
813	chr3	62190000	62200000	chr3	False	-0.5023803791950665	357.0	0.7409454818635066	True
814	chr3	62510000	62520000	chr3	False	-0.7875535689545206	397.0	1.1996702782703217	True
815	chr3	62890000	62900000	chr3	False	-0.4885444136483713	397.0	0.5699235891080492	True
816	chr3	63540000	63550000	chr3	False	-0.5211619804131673	397.0	0.8295553878418004	True
817	chr3	63960000	63970000	chr3	False	-1.0051151485399592	397.0	1.5506278628250172	True
818	chr3	64920000	64930000	chr3	True	-0.4877971375934287	342.0	0.7295476239969918	True
819	chr3	65360000	65370000	chr3	False	-0.7161863982358276	397.0	1.1917520823902696	True
820	chr3	65960000	65970000	chr3	False	-0.8264953703048799	397.0	1.2799163491647083	True
821	chr3	66270000	66280000	chr3	True	-0.6816401258729217	361.0	0.89405724913297	True
822	chr3	66620000	66630000	chr3	False	-0.2086028875690636	397.0	0.4030313271557472	True
823	chr3	66970000	66980000	chr3	False	-0.5859061104879295	397.0	0.6100398728740064	True
824	chr3	67350000	67360000	chr3	False	-0.6903440680167443	377.0	0.6552503056664235	True
825	chr3	67610000	67620000	chr3	False	-0.6957870197371092	377.0	0.968417193115164	True
826	chr3	68050000	68060000	chr3	False	-0.6837725710653639	397.0	0.9565731235794396	True
827	chr3	68570000	68580000	chr3	False	-0.369091813236477	377.0	0.5806879897123514	True
828	chr3	69130000	69140000	chr3	False	-0.6901248939032577	397.0	1.0632964664243238	True
829	chr3	69720000	69730000	chr3	False	-0.3795538001905066	397.0	0.5082495012446867	True
830	chr3	69950000	69960000	chr3	False	-1.1262283231855783	377.0	1.3646458507249783	True
831	chr3	71820000	71830000	chr3	True	-0.2787328769795835	361.0	0.252948044576308	True
832	chr3	72690000	72700000	chr3	False	-0.2818350140752235	397.0	0.3898336152200219	True
833	chr3	73060000	73070000	chr3	False	-1.2816146289911872	357.0	2.144079236232858	True
834	chr3	73710000	73720000	chr3	False	-0.3514741898463694	377.0	0.4183214088358946	True
835	chr3	75160000	75170000	chr3	False	-1.0271506392344285	397.0	1.1021075427679077	True
836	chr3	75500000	75510000	chr3	False	-0.4793645361028259	357.0	0.6764372463656548	True
837	chr3	76010000	76020000	chr3	False	-1.0165645113629254	397.0	1.2333887551267375	True
838	chr3	76950000	76960000	chr3	False	-0.2619045884020489	397.0	0.2569213787144931	True
839	chr3	77250000	77260000	chr3	True	-0.4919387051693579	361.0	0.5403695537653852	True
840	chr3	78330000	78340000	chr3	True	-0.2627023716681459	324.0	0.3002603617985755	True
841	chr3	78940000	78950000	chr3	False	-1.0263980226021814	357.0	1.2713494336414792	True
842	chr3	79200000	79210000	chr3	False	-0.229610009821299	397.0	0.4639852365006608	True
843	chr3	79630000	79640000	chr3	True	-0.7311405290154607	361.0	0.9334667321802784	True
844	chr3	79840000	79850000	chr3	False	-0.7036947148825958	377.0	0.8516944540977271	True
845	chr3	80070000	80080000	chr3	False	-0.6670696339076931	358.0	0.7453489007997784	True
846	chr3	80930000	80940000	chr3	False	-0.6091420573205528	397.0	0.7321418357685809	True
847	chr3	81940000	81950000	chr3	False	-0.7947562071122932	397.0	1.3638607539322891	True
848	chr3	82350000	82360000	chr3	False	-0.6290227539261726	377.0	0.9730550278837038	True
849	chr3	82860000	82870000	chr3	False	-0.4717720895466369	377.0	0.5136814804006444	True
850	chr3	83290000	83300000	chr3	True	-0.5455646188271455	361.0	0.8714622017738094	True
851	chr3	83770000	83780000	chr3	False	-0.6298889074866895	397.0	1.103561553489189	True
852	chr3	84140000	84150000	chr3	True	-0.0056586410207499	361.0	0.348631162364542	True
853	chr3	84320000	84330000	chr3	False	-0.1741631636405961	377.0	0.630932884140522	True
854	chr3	84590000	84600000	chr3	False	-0.1525373235662749	397.0	0.5699565988806627	True
855	chr3	84920000	84930000	chr3	False	-0.6354277159349209	397.0	1.066104274349505	True
856	chr3	85570000	85580000	chr3	False	-0.3471243033453306	377.0	0.6759522873820372	True
857	chr3	86130000	86140000	chr3	False	-0.6891887768035678	397.0	1.1727087659707114	True
858	chr3	86770000	86780000	chr3	False	-0.4192084167996801	397.0	0.9235414775833116	True
859	chr3	87000000	87010000	chr3	False	-0.4158504997542226	397.0	0.7679187494124662	True
860	chr3	87740000	87750000	chr3	False	-0.1190051228359676	397.0	0.5370182682138904	True
861	chr3	87870000	87880000	chr3	False	-0.1009596210433806	397.0	0.2645777599287164	True
862	chr3	88290000	88300000	chr3	False	-0.1565147856409799	397.0	0.7240554177480446	True
863	chr3	88790000	88800000	chr3	True	-0.306128604415067	272.0	0.9878531115608802	True
864	chr3	89490000	89500000	chr3	False	-0.0245994224434979	397.0	0.4312473295138325	True
865	chr3	90210000	90220000	chr3	False	-0.2468627465869177	397.0	0.3866335871082683	True
866	chr3	90490000	90500000	chr3	False	-0.3047564238718326	397.0	0.5432632932256168	True
867	chr3	90720000	90730000	chr3	False	-0.3111774387355371	277.0	0.8287922502809224	True
868	chr3	92070000	92080000	chr3	False	-0.1702741635352172	263.0	0.5470098428174973	True
869	chr3	92540000	92550000	chr3	False	-0.1484772076065626	397.0	0.4169236357135282	True
870	chr3	93080000	93090000	chr3	True	-0.8981445325723407	324.0	1.693427825414551	True
871	chr3	95030000	95040000	chr3	False	-0.1297230426989784	397.0	0.5517020992593968	True
872	chr3	95440000	95450000	chr3	False	-0.0654881100940738	397.0	0.3633927007963194	True
873	chr3	95840000	95850000	chr3	False	-0.23748113085434	397.0	0.8396474215505982	True
874	chr3	96250000	96260000	chr3	False	-0.2593344260176719	317.0	0.8623029795509334	True
875	chr3	96720000	96730000	chr3	False	-0.2871546520344741	397.0	0.7205010677942838	True
876	chr3	97350000	97360000	chr3	False	-0.1520526629882497	397.0	0.38003842941647	True
877	chr3	97660000	97670000	chr3	False	-0.5045737209903534	397.0	0.9627501078770874	True
878	chr3	97900000	97910000	chr3	False	-0.2472228616580147	397.0	0.4668702195299594	True
879	chr3	98170000	98180000	chr3	False	-0.0243943407249897	397.0	0.4026739509987741	True
880	chr3	98770000	98780000	chr3	True	-0.3420928126360672	361.0	0.4413842241477115	True
