chr	start	stop	type_v2	model	v2_MSE_0	v2_S_0	v2_MSE_1	v2_S_1	v2_MSE_2	v2_S_2	v2_MSE_3	v2_S_3	v2_MSE_4	v2_S_4	v2_MSE	v2_S
chr21	15523840	16572416	fold2	2	0.15479106	0.5737900649637077	0.11631742	0.7254228633553835	0.107733004	0.4736321644536768	0.14733739	0.538287652770976	0.18835796	0.4879865243089594	0.14290737	0.5598238539705406
chr21	16048128	17096704	fold2	2	0.1012332	0.5236895613721249	0.1303395	0.3867816858842021	0.06923502	0.33125373811233644	0.10451618	0.515113606853147	0.06783401	0.09799813492672739	0.09463158	0.37096734542970755
chr3	135557120	136605696	fold2	2	0.21914421	0.5440830098398437	0.12899633	0.6411318128005054	0.11208542	0.6997596388405531	0.1748825	0.6796509363641573	0.08589184	0.6676211329992232	0.14420006	0.6464493061688565
chr3	136081408	137129984	fold2	2	0.13457176	0.6976626540411549	0.09260376	0.6738234612383788	0.047957893	0.6677565871635436	0.10246116	0.7147962782445438	0.057376448	0.567354823662883	0.0869942	0.6642787608701008
chr3	136605696	137654272	fold2	2	0.18476932	0.824849213671837	0.22700456	0.7352497407195994	0.14195096	0.7646852971330472	0.20557785	0.7959069621315094	0.12118442	0.8015196731048817	0.17609742	0.784442177352175
chr3	137129984	138178560	fold2	2	0.20756094	0.6970938182734707	0.10057621	0.7293101220697112	0.077460304	0.4943171593096933	0.16138142	0.7075651195476262	0.07005809	0.6820359541239586	0.1234074	0.662064434664892
chr3	137654272	138702848	fold2	2	0.17063542	0.6385604591609403	0.1404936	0.5577802351046891	0.11032086	0.43406725687701675	0.28292406	0.47842349497305325	0.096161224	0.5576172938513366	0.16010705	0.5332897479934072
chr3	138178560	139227136	fold2	2	0.16717924	0.6586181842846955	0.12902258	0.6677220029419165	0.08469107	0.7040732540504167	0.1697409	0.6047182126465082	0.08503874	0.6147602047258309	0.1271345	0.6499783717298735
chr3	138702848	139751424	fold2	2	0.20686284	0.7664970933555197	0.17140809	0.7456909372863426	0.13510664	0.698019683671546	0.22639595	0.7178572580930475	0.12960391	0.6648149189873299	0.17387548	0.7185759782787572
chr3	139227136	140275712	fold2	2	0.13187213	0.63652041768358	0.13471176	0.6078301297815162	0.063273765	0.5525728724437732	0.13654801	0.5465184574284091	0.07815322	0.5515595296167051	0.108911775	0.5790002813907968
chr3	139751424	140800000	fold2	2	0.06665997	0.1250541500158216	0.16372715	0.3609400239620537	0.05177259	0.1956501906807826	0.09394552	0.15383055516677047	0.05673431	0.257526504827902	0.086567916	0.21860028493066608
chr3	184532992	185581568	fold2	2	0.1636247	0.6521780450826224	0.13903478	0.7206736555412302	0.06665132	0.7201767986194848	0.23568542	0.5430884943079998	0.072642356	0.7119771059554146	0.1355277	0.6696188199013504
chr3	185057280	186105856	fold2	2	0.19004771	0.5671963139771263	0.22824419	0.46614072349394436	0.119432926	0.49597761383783573	0.29305968	0.5208551230257882	0.101383194	0.4594165521402461	0.18643355	0.5019172652949881
chr3	185581568	186630144	fold2	2	0.26973537	0.7958692838338928	0.16293009	0.8239489204174231	0.10591338	0.8126996143870667	0.39554182	0.7418907626110682	0.09844171	0.7879014665588361	0.20651248	0.7924620095616575
chr3	186105856	187154432	fold2	2	0.23106599	0.6524598201812458	0.27935654	0.5257900121948523	0.1219049	0.6459715969222547	0.29034874	0.5149049263907707	0.11838895	0.5204958385547481	0.20821305	0.5719244388487744
chr3	186630144	187678720	fold2	2	0.13952148	0.6402157756448563	0.1362186	0.6773445908125416	0.2044078	0.6463839551974789	0.1427743	0.5362230586126715	0.08736765	0.6583593043552811	0.14205797	0.631705336924566
chr3	187154432	188203008	fold2	2	0.13095398	0.8608790587645158	0.12566514	0.8667413331990174	0.10063664	0.7851607953492553	0.17108944	0.8573186911805767	0.09212725	0.7951209902777296	0.1240945	0.8330441737542189
chr3	187678720	188727296	fold2	2	0.17987397	0.015579481740941486	0.097667456	0.26493322775882	0.081907816	0.0008629162688206136	0.1274529	0.05916447487286786	0.06739807	0.2692545793189128	0.110860035	0.12195893599207255
chr3	188203008	189251584	fold2	2	0.14784376	0.5681004090529533	0.124747835	0.1503323551555863	0.06114168	0.2633740359215677	0.13531879	0.6351874435961635	0.07581708	0.14022947945188766	0.10897382	0.3514447446356317
chr3	188727296	189775872	fold2	2	0.16011788	0.8436382587837644	0.12201031	0.7345283949085454	0.18991506	0.7478186520430163	0.1856911	0.7407278306582957	0.09215996	0.5769619264546266	0.14997885	0.7287350125696497
chr5	1509376	2557952	fold3	3	0.1244095	0.6320330555383205	0.1335273	0.612775087927354	0.11670537	0.5172651501660013	0.21512629	0.4499733245121454	0.24785113	0.07730488823307208	0.1675239	0.45787030127537864
chr5	2033664	3082240	fold3	3	0.07346827	0.03929927727138397	0.087168075	0.46182256126369786	0.059561387	-0.005513105482675737	0.10767676	0.0881840075423578	0.13865268	-0.3687609614294412	0.09330543	0.043006355833064544
chr5	2557952	3606528	fold3	3	0.08323753	-0.06416773482958173	0.08791874	0.2854297526268138	0.05971549	0.0363663269392263	0.09981269	-0.02361709348553088	0.06066612	-0.013898508442018996	0.078270115	0.044022548561781706
chr5	3082240	4130816	fold3	3	0.090862475	0.00788330832405697	0.12116901	0.5006782387379249	0.069366395	0.06612493943179733	0.120765045	0.03576940222957386	0.07073275	-0.00021922501346990518	0.09457913	0.12204733274197661
chr5	3606528	4655104	fold3	3	0.08056687	0.020788695478882655	0.097340114	0.30487302226844537	0.062296063	0.00443237073709103	0.1030884	-0.04427075177989675	0.057551548	0.03875136315784564	0.080168605	0.06491493997247359
chr5	4130816	5179392	fold3	3	0.115680546	0.7153933560500508	0.106473476	0.7747687668274997	0.07459198	0.5821810393388971	0.17361875	0.27770969272097706	0.12853764	0.7495357326060408	0.11978048	0.6199177175086931
chr5	4655104	5703680	fold3	3	0.17328893	0.7870884677014609	0.12263917	0.8432452427344693	0.08965708	0.6836842948260505	0.19021125	0.5062056164675188	0.19114517	0.7501297256996162	0.15338832	0.7140706694858232
chr5	5179392	6227968	fold3	3	0.14719287	0.808783111267993	0.098182045	0.8369048742096941	0.06608277	0.7681139298657493	0.18639044	0.6597726895499512	0.14235441	0.7579507227090783	0.12804052	0.7663050655204933
chr5	5703680	6752256	fold3	3	0.11990965	0.6687927266930583	0.076237634	0.7063407552916788	0.06518656	0.4011699006219416	0.10736666	0.5294443345476522	0.101877674	0.4046575411837561	0.09411564	0.5420810516676173
chr5	59721728	60770304	fold3	3	0.15038498	0.31949371631299184	0.15203194	0.5471553801239496	0.11628819	0.40214720487426936	0.1691895	0.25487836270580316	0.11976894	0.33564705992609	0.1415327	0.37186434478862074
chr5	60246016	61294592	fold3	3	0.21398532	0.5536862002697024	0.14565653	0.6506424498073076	0.07238197	0.7003655358748633	0.19465868	0.5266187427621793	0.09160776	0.5487641272733489	0.14365806	0.5960154111974802
chr5	60770304	61818880	fold3	3	0.13615139	0.703726577321692	0.10323062	0.6632171508771157	0.06619969	0.5937779314573929	0.17991006	0.6669469488970401	0.07432363	0.5947198118165893	0.11196308	0.644477684073966
chr5	61294592	62343168	fold3	3	0.2216713	0.6089575739237846	0.14540273	0.4899058090416898	0.10087812	0.5082582233798661	0.18363082	0.5224176940550675	0.09598939	0.5476424044167925	0.14951447	0.5354363409634401
chr5	61818880	62867456	fold3	3	0.1432164	0.8079381277241685	0.11889903	0.799417127376606	0.13226654	0.7356780297999667	0.1375226	0.7504149194318047	0.08314404	0.7102970247344177	0.123009704	0.7607490458133926
chr5	62343168	63391744	fold3	3	0.14467528	0.6144970384648837	0.10137513	0.5887704881709024	0.07920054	0.38873173005404116	0.116781354	0.3989228659792244	0.09876321	0.5489050849505138	0.1081591	0.5079654415239131
chr5	62867456	63916032	fold3	3	0.089630805	0.08364907506081916	0.09214096	0.5224043786872065	0.07792215	0.4333397055617063	0.10646714	0.148004845704503	0.059852716	0.09515045609537494	0.08520275	0.256509692221922
chr5	63391744	64440320	fold3	3	0.12558383	0.4038875583868934	0.12895967	0.6497001363615289	0.110504694	0.6158983279222522	0.13568701	0.5850437968015815	0.07675274	0.26880727373910523	0.115497574	0.5046674186422722
chr5	71614464	72663040	fold3	3	0.12279135	0.8176057588284433	0.09278682	0.8199689199797995	0.10712839	0.5826825344169253	0.1308331	0.7453172268372604	0.061369956	0.7228152578996829	0.102981925	0.7376779395924224
chr5	72138752	73187328	fold3	3	0.16586006	0.7624543364134275	0.10379362	0.7659347515961624	0.15636662	0.412942449842941	0.17022668	0.7545358673550988	0.077729985	0.7007174772028599	0.1347954	0.679316976482098
chr5	72663040	73711616	fold3	3	0.19997013	0.6895733541885313	0.1736776	0.5357370798228108	0.09612778	0.5910396294826279	0.22501555	0.692098667078344	0.077491835	0.6753103716187959	0.15445659	0.636751820438222
chr5	73187328	74235904	fold3	3	0.13057993	0.7867644265622742	0.17212592	0.5929081563994051	0.08568183	0.722725669600474	0.15351155	0.7688120600175428	0.08252951	0.6362433093406525	0.12488574	0.7014907243840697
chr5	73711616	74760192	fold3	3	0.13121219	0.7171400054621857	0.09440719	0.7529356050390345	0.05493104	0.7118288332521643	0.10469975	0.7440651246393893	0.070213854	0.6324665566404973	0.09109281	0.7116872250066543
chr5	74235904	75284480	fold3	3	0.15171422	0.7722140411959496	0.18559143	0.6637206428068778	0.08230103	0.687941257451495	0.19728835	0.6770174869163729	0.092845045	0.5834824696859666	0.14194801	0.6768751796113324
chr5	74760192	75808768	fold3	3	0.1752563	0.6190604805731924	0.1500723	0.5425923529567377	0.17139027	0.6443278823525345	0.15791419	0.5073727718207945	0.07050638	0.47914368159197224	0.14502789	0.5584994338590463
chr5	75284480	76333056	fold3	3	0.17210576	0.7956005614526052	0.11488824	0.6545555861704608	0.12835255	0.7671156395106425	0.16701089	0.6224067054731558	0.11625819	0.7986785232175339	0.13972314	0.7276714031648797
chr5	75808768	76857344	fold3	3	0.35692248	0.1384716195176756	0.13353409	0.7277542299876515	0.08776347	0.5875896378206799	0.35262287	0.017671707100369638	0.09703204	0.4516504184127531	0.20557499	0.38462752256782595
chr5	76333056	77381632	fold3	3	0.29326063	0.445037110527502	0.2147006	0.4345502454795707	0.12146365	0.6097228448000445	0.38945243	0.3092886451525614	0.119503655	0.3614829848196779	0.22767618	0.43201636615587125
chr5	76857344	77905920	fold3	3	0.12060078	0.7688856958557858	0.10960329	0.7411589457960481	0.07894299	0.6631059125643977	0.13798988	0.722491014083493	0.07286144	0.5964344571037963	0.103999674	0.6984152050807042
chr5	77381632	78430208	fold3	3	0.13748397	0.5278822557329522	0.12761535	0.6465528430467352	0.058144	0.6463204637973284	0.12100552	0.579570748219139	0.0742212	0.513072704957815	0.10369401	0.5826798031507939
chr5	103022592	104071168	fold3	3	0.28429642	0.6740867708246733	0.105951004	0.7067232752895234	0.101204924	0.5812907422117751	0.1538458	0.6342920549888712	0.08002035	0.6211206423514439	0.14506371	0.6435026971332574
chr5	103546880	104595456	fold3	3	0.10845234	0.271549358849439	0.0936357	0.6886001952908698	0.07632171	0.48830761159851027	0.14381509	0.6482557193720638	0.08024373	0.4391354651416764	0.10049371	0.507169670050512
chr5	104071168	105119744	fold3	3	0.08822468	0.10794200593109088	0.08353715	0.4600390081513316	0.07815059	0.2089392060108563	0.14283483	0.33106559888250947	0.06907745	0.2583601566539099	0.09236493	0.27326919512593967
chr5	104595456	105644032	fold3	3	0.0862702	0.019838346610528395	0.08379652	0.11594970873036899	0.08302409	0.12115495856742847	0.10945482	-0.028504274603335402	0.062655136	0.04459434650368035	0.08504015	0.054606617161734164
chr5	105119744	106168320	fold3	3	0.0896194	0.024074310110353103	0.08693994	-0.010839466655584386	0.07940419	0.038017959315736066	0.11329779	0.20730914945809079	0.06527182	0.026754664592880017	0.08690663	0.057063323364295114
chr8	123215872	124264448	fold3	3	0.13656633	0.7635279282816044	0.12163057	0.6615669664233317	0.062719345	0.6756565924666552	0.14083382	0.6789684620108751	0.05878661	0.683261837672611	0.104107335	0.6925963573710154
chr8	123740160	124788736	fold3	3	0.18659385	0.840288102837743	0.11351601	0.865414815279377	0.09344759	0.8892913439936934	0.19228192	0.8794384603849447	0.074041046	0.8603494266459407	0.1319761	0.8669564298283399
chr8	124264448	125313024	fold3	3	0.12873633	0.8926456984089777	0.12203559	0.8664506559028387	0.10707929	0.8681116919283884	0.20152651	0.8864010004494021	0.0908578	0.8466494951047773	0.13004711	0.8720517083588769
chr8	124788736	125837312	fold3	3	0.15080912	0.8524228111094185	0.13043387	0.8637635085565717	0.13172415	0.8679063531409759	0.20430958	0.8826665654680301	0.10198305	0.7893600293122829	0.14385197	0.8512238535174557
chr8	125313024	126361600	fold3	3	0.2062769	0.8467976230307301	0.105708145	0.7742295950680985	0.1106374	0.6695966222888888	0.21697527	0.8494911359658641	0.084534444	0.7107498804451298	0.14482644	0.7701729713597423
chr8	125837312	126885888	fold3	3	0.12892519	0.09764347437521437	0.13347873	0.5128581090232996	0.0731367	0.23132378518684169	0.13110605	0.13756892774040588	0.06561696	0.3589599639599107	0.10645272	0.2676708520571345
chr8	126361600	127410176	fold3	3	0.23876773	0.5264951572579948	0.13824342	0.7328408156271407	0.19436632	0.34045526556793615	0.19356339	0.6415505497527887	0.09870667	0.5239274244983748	0.1727295	0.553053842540847
chr8	126885888	127934464	fold3	3	0.16161314	0.7664970763029553	0.13797669	0.7613897402266476	0.15657906	0.5747125659776109	0.18796723	0.7035839270094102	0.06399663	0.6556399854921547	0.14162655	0.6923646590017558
chr8	127410176	128458752	fold3	3	0.14011328	0.7592308134194303	0.124078885	0.6132440517692191	0.07970726	0.4674851869562366	0.18836151	0.7220417464973332	0.06531562	0.49585034807191924	0.119515315	0.6115704293428277
chr12	37810176	38858752	fold4	4	0.2564895	0.24833500488632082	0.3823404	0.4072060647352446	0.1834909	0.3207780420665411	0.39250028	-0.09152376106380834	0.1322973	0.39116372657988213	0.26942366	0.255191815440836
chr12	38334464	39383040	fold4	4	0.109351724	0.1106676089296647	0.088608444	0.5550368873246214	0.18170811	0.5092314513433852	0.1132712	0.19074313255740008	0.06182789	0.3741421591090023	0.11095347	0.3479642478528147
chr12	38858752	39907328	fold4	4	0.11097499	0.4046534314076967	0.10925315	0.6619878655541372	0.12592626	0.6177659075123686	0.14519252	0.30567644939739974	0.078206435	0.4829324645474571	0.11391066	0.49460322368381193
chr12	39383040	40431616	fold4	4	0.1048307	0.42471059353441565	0.12415077	0.4621859426801779	0.10640241	0.31696508581274757	0.14438505	0.26331742667802727	0.0736522	0.3594682318514148	0.11068423	0.36532945611135664
chr12	39907328	40955904	fold4	4	0.11337573	0.4092561261125409	0.089698754	0.6202770071634808	0.12697396	0.23115386587340034	0.13253112	0.3401325137859298	0.06726208	0.488213627624779	0.105968334	0.41780662811202607
chr12	40431616	41480192	fold4	4	0.17729922	0.24941990384666168	0.12254448	0.6889148175969425	0.0734909	0.5085958517594922	0.18853346	0.20950673334765665	0.06990093	0.5355057379115431	0.1263538	0.43838860889245923
chr12	40955904	42004480	fold4	4	0.10993656	0.5768255673839432	0.12833598	0.6275176727438919	0.061987262	0.40664467200844817	0.10933945	0.47723068032873706	0.06460323	0.40090467917701056	0.0948405	0.49782465432840617
chr12	41480192	42528768	fold4	4	0.12867199	0.7504456235185272	0.13984118	0.5056352501190621	0.08662542	0.6594289429472825	0.16316734	0.5708383895728864	0.08329032	0.6651544364243548	0.12031926	0.6303005285164225
chr12	101257216	102305792	fold4	4	0.16999294	0.6322034968831729	0.15854494	0.6794148291225257	0.074290015	0.7012650333765582	0.16236287	0.5413858804403359	0.08898692	0.5838790010808506	0.13083555	0.6276296481806887
chr12	101781504	102830080	fold4	4	0.2504847	0.5556148543621038	0.088075235	0.6801611112982863	0.07906522	0.6237857838182236	0.1335535	0.4132041427748709	0.073639326	0.5154548568550079	0.1249636	0.5576441498216985
chr12	102305792	103354368	fold4	4	0.2994097	0.643725461815317	0.16854936	0.7414320701328141	0.0880202	0.7689503853221397	0.17904022	0.5527722562471928	0.09244657	0.5494811666514398	0.1654932	0.6512722680337807
chr12	102830080	103878656	fold4	4	0.2988089	0.7508157486058363	0.1528801	0.8040464637768421	0.18395685	0.7714129697629618	0.25368932	0.7033657307028431	0.097682506	0.7374561462298266	0.19740352	0.753419411815662
chr12	103354368	104402944	fold4	4	0.13049002	0.6045173165276533	0.11646463	0.5251914389171712	0.119780295	0.5661764979169214	0.2086548	0.5611617822615601	0.08020587	0.5070372048912652	0.13111912	0.5528168481029143
chr13	46436352	47484928	fold4	4	0.15081763	0.8594235198748424	0.09112633	0.8788351172543514	0.10137495	0.860862663072269	0.16397767	0.8381573062816786	0.09199986	0.7478129747315981	0.11985929	0.8370183162429479
chr13	46960640	48009216	fold4	4	0.096715674	0.5292235843562808	0.083340056	0.5274319827308229	0.05970522	0.30509224594312945	0.10791716	0.5210664356707672	0.13356212	0.6690619339673731	0.096248046	0.5103752365336748
chr13	47484928	48533504	fold4	4	0.13982376	0.4321177761131833	0.10402134	0.5846557665284389	0.08329552	0.49255476145393795	0.12630677	0.4355652195255332	0.09123036	0.5521055478847754	0.10893555	0.4993998143011738
chr13	48009216	49057792	fold4	4	0.11897778	0.806947876861935	0.08821948	0.8094127214855323	0.07801768	0.8068673557715145	0.12322215	0.6820245185971077	0.064684875	0.6357098391336742	0.094624385	0.7481924623699527
chr13	48533504	49582080	fold4	4	0.16558383	0.6226533439387485	0.108693555	0.6635442952592782	0.08452413	0.535778971642373	0.15482377	0.48146359266707583	0.07750186	0.4047720005331835	0.11822543	0.5416424408081317
chr13	49057792	50106368	fold4	4	0.22741134	0.536334185878781	0.11863534	0.6506279198888248	0.080973715	0.687455616884637	0.24897026	0.35745715599162814	0.09003913	0.5185429624056422	0.15320596	0.5500835682099027
chr13	49582080	50630656	fold4	4	0.1580987	0.763197495144177	0.19209215	0.7132808492464988	0.13642873	0.664457359962922	0.1846673	0.7176940254869101	0.1314441	0.6326984636060556	0.1605462	0.6982656386893127
chr13	50106368	51154944	fold4	4	0.11726774	0.5451244040872568	0.0947033	0.44708394717175165	0.06376494	0.3002770587280331	0.13278463	0.31521942407062636	0.08210859	0.16023561237607245	0.09812584	0.3535880892867481
chr13	50630656	51679232	fold4	4	0.17505349	0.48517844889934864	0.23164819	0.42264210538674407	0.10933094	0.5251165755650191	0.24638794	0.3821728181264281	0.09688882	0.4737060095654968	0.17186189	0.4577631915086073
chr13	51154944	52203520	fold4	4	0.23517309	0.7656767731581295	0.12806095	0.7971301959007744	0.086790934	0.8211234350765174	0.21597189	0.7013565906830325	0.06751073	0.7620957296703098	0.14670151	0.7694765448977527
chr20	46565376	47613952	fold4	4	0.17482258	0.8362277472632293	0.14680083	0.7995153696288007	0.14810036	0.7670344820061394	0.12889226	0.8063371985832968	0.0716156	0.8230614728011132	0.13404632	0.8064352540565158
chr20	47089664	48138240	fold4	4	0.27067176	0.7920020462520891	0.1596845	0.8107788709326967	0.18739416	0.7587012221987739	0.24807806	0.7711066873978771	0.11314445	0.7511255776579543	0.19579458	0.7767428808878784
chr20	47613952	48662528	fold4	4	0.13193753	0.17537582358657264	0.109814614	0.5772055253016394	0.062053263	0.389167975140834	0.109302945	0.15184556944572936	0.07924379	0.3516585607304129	0.09847043	0.32905069084103766
chr20	48138240	49186816	fold4	4	0.117555425	0.8109317552101307	0.0970462	0.8211067146243656	0.11094286	0.7602296742275002	0.2714613	0.6281903999622718	0.07046549	0.7180204586055151	0.13349426	0.7476958005259566
chr20	48662528	49711104	fold4	4	0.12022236	0.692558651279114	0.17638488	0.5627302278360352	0.12383852	0.5544736913856869	0.19886512	0.6649070681683361	0.07666025	0.6357434890363607	0.13919422	0.6220826255411065
chr20	49186816	50235392	fold4	4	0.14140446	0.7965494404307442	0.11604641	0.8133025112549396	0.083156265	0.81377060372874	0.15249525	0.7551987112669224	0.076071575	0.7271960186513728	0.11383478	0.7812034570665437
chr20	49711104	50759680	fold4	4	0.1302495	0.8345728216617452	0.11589345	0.8185280039241091	0.08476116	0.8605692663280564	0.13698393	0.8633231559395392	0.080988504	0.7763502319755146	0.10977532	0.830668695965793
chr20	50235392	51283968	fold4	4	0.25473896	0.5728430468530125	0.24368572	0.5181805887513304	0.15246083	0.6137164521611272	0.345951	0.5228175820500653	0.13969296	0.48189247822944514	0.22730589	0.5418900296089961
chr20	50759680	51808256	fold4	4	0.17229007	0.7719460437322654	0.104281545	0.8235770556730859	0.083469674	0.797618695297532	0.17937219	0.7417131082027068	0.0756373	0.7551652497254849	0.12301016	0.778004030526215
chr20	51283968	52332544	fold4	4	0.2958527	0.7209891480903502	0.1392727	0.8263426524742765	0.14219303	0.5753572505667506	0.32822943	0.7060687723011189	0.0975753	0.678529991941462	0.20062463	0.7014575630747917
chr20	51808256	52856832	fold4	4	0.16478767	0.845309183871827	0.13268226	0.8370558332981118	0.23641774	0.31682878613410187	0.21197651	0.8330483354292102	0.12372736	0.7723568895179687	0.1739183	0.7209198056502439
chr20	52332544	53381120	fold4	4	0.07401431	0.14742638731589774	0.064262055	0.49165905034206914	0.051867288	0.2460001086474824	0.10525273	0.12713175058061515	0.12853445	0.29890851867997226	0.08478616	0.2622251631132073
chr20	52856832	53905408	fold4	4	0.22190571	0.7168818193272317	0.2327226	0.7134343912275388	0.1198717	0.6705245474616709	0.25185537	0.766007323143696	0.123643704	0.621057568075882	0.1899998	0.6975811298472039
chr5	100401152	101449728	fold4	4	0.124817304	0.11363720563511492	0.090628035	0.3618250430866711	0.18315479	-0.4285743583869621	0.13677567	0.0305992281649593	0.06799477	0.20783596833000686	0.12067412	0.057064617365958026
chr5	100925440	101974016	fold4	4	0.0994704	0.15089042940400393	0.10081502	0.5426424318120427	0.08342222	0.2966098882253609	0.13976704	0.39712946842938035	0.06974786	0.3987211672146435	0.09864451	0.3571986770170863
chr5	101449728	102498304	fold4	4	0.11521102	0.12610015252248333	0.13473155	0.4522877477040947	0.10916763	0.06729769251830377	0.18585773	-0.1486103817454491	0.072348244	0.35280626211847055	0.123463236	0.16997629462358063
chr5	101974016	103022592	fold4	4	0.21199661	0.4240793314083462	0.107924424	0.6006003992608676	0.11660609	0.2647230991756301	0.22541088	0.32117025687183154	0.09074049	0.34391267785839663	0.1505357	0.3908971529150144
chr5	102498304	103546880	fold4	4	0.18069611	0.7626500335606986	0.09860264	0.7772428720625887	0.09209832	0.7162716063789051	0.1715815	0.7501631823461531	0.094581716	0.6890413219800952	0.12751207	0.7390738032656881
chr7	51410944	52459520	fold4	4	0.1002608	0.02786278960539258	0.15151665	0.14775983163975479	0.06947262	0.03748711823058516	0.123161025	0.00984263796059594	0.09092253	-0.054143736781043755	0.10706671	0.03376172813105695
chr7	51935232	52983808	fold4	4	0.083053984	-0.06615461276317673	0.11862235	0.2793456608733861	0.06913593	0.012180440717165873	0.1068926	-0.01582937897409525	0.060905613	0.02885847431434501	0.08772209	0.047680116833524994
chr7	52459520	53508096	fold4	4	0.09563345	-0.1025774682933223	0.10033435	0.09628601130968004	0.07258721	0.08425405992264698	0.10266736	0.02695561612753286	0.06049828	0.03312017893967627	0.08634412	0.027607679601242767
chr7	52983808	54032384	fold4	4	0.086186156	-0.02471578886615204	0.08641039	0.17213759124903324	0.07214561	0.0591189420856108	0.10296657	0.018985077008144828	0.06221731	0.06716195012073978	0.08198521	0.05853755431947533
chr7	53508096	54556672	fold4	4	0.08572302	0.05284897380834822	0.098592125	0.3674684711509341	0.081377186	0.018811573901934275	0.11652362	0.03352245763255788	0.056996997	0.06953831586555595	0.08784259	0.1084379584718661
chr7	54032384	55080960	fold4	4	0.15596075	0.8423336967202636	0.12567492	0.7403397985492085	0.111758314	0.5606381038207741	0.17971094	0.7636916079140897	0.09449362	0.7269486134323776	0.13351971	0.7267903640873427
chr7	54556672	55605248	fold4	4	0.2442039	0.8474910389109539	0.096078336	0.8009119844355069	0.089015156	0.7821269901579653	0.29351562	0.8199295930491752	0.0882645	0.7493013784131607	0.1622155	0.7999521969933524
chr12	103878656	104927232	fold5	5	0.13803202	0.8002044573789434	0.106425524	0.7791704762154654	0.07921002	0.7856969633375577	0.18969235	0.7865443772993079	0.06996245	0.7530523603634188	0.11666447	0.7809337269189387
chr12	104402944	105451520	fold5	5	0.2570072	0.6687945303921149	0.14360334	0.4262292580871486	0.15609106	0.5044868324684884	0.25489172	0.7051009178409714	0.07556696	0.46737941481705947	0.17743208	0.5543981907211566
chr12	104927232	105975808	fold5	5	0.23596738	0.6752005437165114	0.13233145	0.7118913304390965	0.13821878	0.6734364184172881	0.16714205	0.795816045940205	0.11959345	0.648742150697207	0.1586506	0.7010172978420617
chr12	105451520	106500096	fold5	5	0.1173056	0.8070661458474527	0.07417463	0.8486711882032849	0.060640473	0.8531865555043024	0.12579815	0.7982641761176668	0.08307392	0.7604448836230506	0.09219855	0.8135265898591515
chr12	112541696	113590272	fold5	5	0.12880428	0.755713053181121	0.094893426	0.6353450112577835	0.109408826	0.4423403320708333	0.1532885	0.6073866980533006	0.08244943	0.6388380474243212	0.11376889	0.6159246283974719
chr12	113065984	114114560	fold5	5	0.14441049	0.8309379624170269	0.10717912	0.8607736445588263	0.07397589	0.7745923735703412	0.16266733	0.7496807815031027	0.0764767	0.7226909610739872	0.112941906	0.7877351446246569
chr12	113590272	114638848	fold5	5	0.13344263	0.8341601881444445	0.09977569	0.8840279364367202	0.0622374	0.7449955560382354	0.1605418	0.7149919949367801	0.0689754	0.8235373302310949	0.10499458	0.800342601157455
chr12	114114560	115163136	fold5	5	0.16931213	0.7893310175193653	0.25160542	0.7229606790596768	0.1521693	0.5865568846458945	0.27166122	0.7085323549193377	0.0922578	0.7396086448672795	0.18740118	0.7093979162023107
chr12	114638848	115687424	fold5	5	0.08969518	0.3994376178834847	0.060087483	0.48225568292732685	0.050331	0.12094695691095252	0.085129835	0.19290722601440422	0.051962193	0.16696308672026552	0.067441136	0.2725021140912868
chr12	115163136	116211712	fold5	5	0.117285155	0.8343787402344492	0.09682177	0.8550854130295565	0.08950782	0.8158038394573831	0.13391523	0.8200518021849809	0.08466627	0.8621926955209439	0.10443924	0.8375024980854627
chr12	115687424	116736000	fold5	5	0.1397878	0.8834168936620351	0.11797422	0.8635295201315313	0.12901898	0.8579799402525895	0.14171308	0.9069971939284507	0.10838659	0.8125750478971238	0.12737612	0.8648997191743459
chr12	116211712	117260288	fold5	5	0.14184421	0.7331213378508544	0.097564034	0.7653145952988119	0.06330074	0.7834325641554386	0.18444103	0.708284976318857	0.07522821	0.6620123043203155	0.11247565	0.7304331555888555
chr12	116736000	117784576	fold5	5	0.18053675	0.8113995109681049	0.10717269	0.8422386729969606	0.0949255	0.777242943135438	0.20338282	0.7503911653726484	0.08719826	0.786872887001181	0.1346432	0.7936290358948666
chr12	123944960	124993536	fold5	5	0.23902297	0.6589536856002036	0.17334671	0.6959237121835756	0.1074444	0.669389288156811	0.37916324	0.5308531869141629	0.09532204	0.6491552878422259	0.19885986	0.6408550321393959
chr12	124469248	125517824	fold5	5	0.14002424	0.6570214895362266	0.11609505	0.7282294249554044	0.100684956	0.6148938272649811	0.22857681	0.6262070971192752	0.11346738	0.5410954964304086	0.13976969	0.6334894670612592
chr12	124993536	126042112	fold5	5	0.102739744	0.6596867716812254	0.089294456	0.6485278727575445	0.076344594	0.4016555413248455	0.12283829	0.551532312346322	0.07974342	0.6591284023158477	0.0941921	0.584106180085157
chr6	73121792	74170368	fold5	5	0.21263927	0.45883654307651217	0.20141006	0.5650408637265966	0.13900305	0.620846081184405	0.25801396	0.31992324870086747	0.11188492	0.4693028756609265	0.18459025	0.48678992246986147
chr6	73646080	74694656	fold5	5	0.1471773	0.2932114589262563	0.09582111	0.4389634326497694	0.12857178	-0.10122746841518215	0.14222166	0.1043966011076285	0.071021385	0.40658453769408387	0.116962634	0.22838571239251118
