chr	start	end	genome_window_start
chr1	3000320	22433792	7979008
chr1	3000320	22433792	7981056
chr1	3000320	22433792	7983104
chr1	3000320	22433792	7985152
chr1	3000320	22433792	7987200
chr1	3000320	22433792	7989248
chr1	3000320	22433792	7991296
chr1	3000320	22433792	7993344
chr1	3000320	22433792	7995392
chr1	3000320	22433792	7997440
chr1	3000320	22433792	7999488
chr1	3000320	22433792	8001536
chr1	3000320	22433792	8003584
chr1	3000320	22433792	8005632
chr1	3000320	22433792	8007680
chr1	3000320	22433792	8009728
chr1	3000320	22433792	8011776
chr1	3000320	22433792	8013824
chr1	3000320	22433792	8015872
chr1	3000320	22433792	8017920
chr1	3000320	22433792	8019968
chr1	3000320	22433792	8022016
chr1	3000320	22433792	8024064
chr1	3000320	22433792	8026112
chr1	3000320	22433792	8028160
chr1	3000320	22433792	8030208
chr1	3000320	22433792	8032256
chr1	3000320	22433792	8034304
chr1	3000320	22433792	8036352
chr1	3000320	22433792	8038400
chr1	3000320	22433792	8040448
chr1	3000320	22433792	8042496
chr1	3000320	22433792	8044544
chr1	3000320	22433792	8046592
chr1	3000320	22433792	8048640
chr1	3000320	22433792	8050688
chr1	3000320	22433792	8052736
chr1	3000320	22433792	8054784
chr1	3000320	22433792	8056832
chr1	3000320	22433792	8058880
chr1	3000320	22433792	8060928
chr1	3000320	22433792	8062976
chr1	3000320	22433792	8065024
chr1	3000320	22433792	8067072
chr1	3000320	22433792	8069120
chr1	3000320	22433792	8071168
chr1	3000320	22433792	8073216
chr1	3000320	22433792	8075264
chr1	3000320	22433792	8077312
chr1	3000320	22433792	8079360
chr1	3000320	22433792	8081408
chr1	3000320	22433792	8083456
chr1	3000320	22433792	8085504
chr1	3000320	22433792	8087552
chr1	3000320	22433792	8089600
chr1	3000320	22433792	8091648
chr1	3000320	22433792	8093696
chr1	3000320	22433792	8095744
chr1	3000320	22433792	8097792
chr1	3000320	22433792	8099840
chr1	3000320	22433792	8101888
chr1	3000320	22433792	8103936
chr1	3000320	22433792	8105984
chr1	3000320	22433792	8108032
chr1	3000320	22433792	8110080
chr1	3000320	22433792	8112128
chr1	3000320	22433792	8114176
chr1	3000320	22433792	8116224
chr1	3000320	22433792	8118272
chr1	3000320	22433792	8120320
chr1	3000320	22433792	8122368
chr1	3000320	22433792	8124416
chr1	3000320	22433792	8126464
chr1	3000320	22433792	8128512
chr1	3000320	22433792	8130560
chr1	3000320	22433792	8132608
chr1	3000320	22433792	8134656
chr1	3000320	22433792	8136704
chr1	3000320	22433792	8138752
chr1	3000320	22433792	8140800
chr1	3000320	22433792	8142848
chr1	3000320	22433792	8144896
chr1	3000320	22433792	8146944
chr1	3000320	22433792	8148992
chr1	3000320	22433792	8151040
chr1	3000320	22433792	8153088
chr1	3000320	22433792	8155136
chr1	3000320	22433792	8157184
chr1	3000320	22433792	8159232
chr1	3000320	22433792	8161280
chr1	3000320	22433792	8163328
chr1	3000320	22433792	8165376
chr1	3000320	22433792	8167424
chr1	3000320	22433792	8169472
chr1	3000320	22433792	8171520
chr1	3000320	22433792	8173568
chr1	3000320	22433792	8175616
chr1	3000320	22433792	8177664
chr1	3000320	22433792	8179712
chr1	3000320	22433792	8181760
chr1	3000320	22433792	8183808
chr1	3000320	22433792	8185856
chr1	3000320	22433792	8187904
chr1	3000320	22433792	8189952
chr1	3000320	22433792	8192000
chr1	3000320	22433792	8194048
chr1	3000320	22433792	8196096
chr1	3000320	22433792	8198144
chr1	3000320	22433792	8200192
chr1	3000320	22433792	8202240
chr1	3000320	22433792	8204288
chr1	3000320	22433792	8206336
chr1	3000320	22433792	8208384
chr1	3000320	22433792	8210432
chr1	3000320	22433792	8212480
chr1	3000320	22433792	8214528
chr1	3000320	22433792	8216576
chr1	3000320	22433792	8218624
chr1	3000320	22433792	8220672
chr1	3000320	22433792	8222720
chr1	3000320	22433792	8224768
chr1	3000320	22433792	8226816
chr1	3000320	22433792	8228864
chr1	3000320	22433792	8230912
chr1	3000320	22433792	8232960
chr1	3000320	22433792	8235008
chr1	3000320	22433792	8237056
chr1	3000320	22433792	8239104
chr1	3000320	22433792	8241152
chr1	3000320	22433792	8243200
chr1	3000320	22433792	8245248
chr1	3000320	22433792	8247296
chr1	3000320	22433792	8249344
chr1	3000320	22433792	8251392
chr1	3000320	22433792	8253440
chr1	3000320	22433792	8255488
chr1	3000320	22433792	8257536
chr1	3000320	22433792	8259584
chr1	3000320	22433792	8261632
chr1	3000320	22433792	8263680
chr1	3000320	22433792	8265728
chr1	3000320	22433792	8267776
chr1	3000320	22433792	8269824
chr1	3000320	22433792	8271872
chr1	3000320	22433792	8273920
chr1	3000320	22433792	8275968
chr1	3000320	22433792	8278016
chr1	3000320	22433792	8280064
chr1	3000320	22433792	8282112
chr1	3000320	22433792	8284160
chr1	3000320	22433792	8286208
chr1	3000320	22433792	8288256
chr1	3000320	22433792	8290304
chr1	3000320	22433792	8292352
chr1	3000320	22433792	8294400
chr1	3000320	22433792	8296448
chr1	3000320	22433792	8298496
chr1	3000320	22433792	8300544
chr1	3000320	22433792	8302592
chr1	3000320	22433792	8304640
chr1	3000320	22433792	8306688
chr1	3000320	22433792	8308736
chr1	3000320	22433792	8310784
chr1	3000320	22433792	8312832
chr1	3000320	22433792	8314880
chr1	3000320	22433792	8316928
chr1	3000320	22433792	8318976
chr1	3000320	22433792	8321024
chr1	3000320	22433792	8323072
chr1	3000320	22433792	8325120
chr1	3000320	22433792	8327168
chr1	3000320	22433792	8329216
chr1	3000320	22433792	8331264
chr1	3000320	22433792	8333312
chr1	3000320	22433792	8335360
chr1	3000320	22433792	8337408
chr1	3000320	22433792	8339456
chr1	3000320	22433792	8341504
chr1	3000320	22433792	8343552
chr1	3000320	22433792	8345600
chr1	3000320	22433792	8347648
chr1	3000320	22433792	8349696
chr1	3000320	22433792	8351744
chr1	3000320	22433792	8353792
chr1	3000320	22433792	8355840
chr1	3000320	22433792	8357888
chr1	3000320	22433792	8359936
chr1	3000320	22433792	8361984
chr1	3000320	22433792	8364032
chr1	3000320	22433792	8366080
chr1	3000320	22433792	8368128
chr1	3000320	22433792	8370176
chr1	3000320	22433792	8372224
chr1	3000320	22433792	8374272
chr1	3000320	22433792	8376320
chr1	3000320	22433792	8378368
chr1	3000320	22433792	8380416
chr1	3000320	22433792	8382464
chr1	3000320	22433792	8384512
chr1	3000320	22433792	8386560
chr1	3000320	22433792	8388608
chr1	3000320	22433792	8390656
chr1	3000320	22433792	8392704
chr1	3000320	22433792	8394752
chr1	3000320	22433792	8396800
chr1	3000320	22433792	8398848
chr1	3000320	22433792	8400896
chr1	3000320	22433792	8402944
chr1	3000320	22433792	8404992
chr1	3000320	22433792	8407040
chr1	3000320	22433792	8409088
chr1	3000320	22433792	8411136
chr1	3000320	22433792	8413184
chr1	3000320	22433792	8415232
chr1	3000320	22433792	8417280
chr1	3000320	22433792	8419328
chr1	3000320	22433792	8421376
chr1	3000320	22433792	8423424
chr1	3000320	22433792	8425472
chr1	3000320	22433792	8427520
chr1	3000320	22433792	8429568
chr1	3000320	22433792	8431616
chr1	3000320	22433792	8433664
chr1	3000320	22433792	8435712
chr1	3000320	22433792	8437760
chr1	3000320	22433792	8439808
chr1	3000320	22433792	8441856
chr1	3000320	22433792	8443904
chr1	3000320	22433792	8445952
chr1	3000320	22433792	8448000
chr1	3000320	22433792	8450048
chr1	3000320	22433792	8452096
chr1	3000320	22433792	8454144
chr1	3000320	22433792	8456192
chr1	3000320	22433792	8458240
chr1	3000320	22433792	8460288
chr1	3000320	22433792	8462336
chr1	3000320	22433792	8464384
chr1	3000320	22433792	8466432
chr1	3000320	22433792	8468480
chr1	3000320	22433792	8470528
chr1	3000320	22433792	8472576
chr1	3000320	22433792	8474624
chr1	3000320	22433792	8476672
chr1	3000320	22433792	8478720
chr1	3000320	22433792	8480768
chr1	3000320	22433792	8482816
chr1	3000320	22433792	8484864
chr1	3000320	22433792	8486912
chr1	3000320	22433792	8488960
chr1	3000320	22433792	8491008
chr1	3000320	22433792	8493056
chr1	3000320	22433792	8495104
chr1	3000320	22433792	8497152
chr1	3000320	22433792	8499200
chr1	3000320	22433792	8501248
chr1	3000320	22433792	8503296
chr1	3000320	22433792	8505344
chr1	3000320	22433792	8507392
chr1	3000320	22433792	8509440
chr1	3000320	22433792	8511488
chr1	3000320	22433792	8513536
chr1	3000320	22433792	8515584
chr1	3000320	22433792	8517632
chr1	3000320	22433792	8519680
chr1	3000320	22433792	8521728
chr1	3000320	22433792	8523776
chr1	3000320	22433792	8525824
chr1	3000320	22433792	8527872
chr1	3000320	22433792	8529920
chr1	3000320	22433792	8531968
chr1	3000320	22433792	8534016
chr1	3000320	22433792	8536064
chr1	3000320	22433792	8538112
chr1	3000320	22433792	8540160
chr1	3000320	22433792	8542208
chr1	3000320	22433792	8544256
chr1	3000320	22433792	8546304
chr1	3000320	22433792	8548352
chr1	3000320	22433792	8550400
chr1	3000320	22433792	8552448
chr1	3000320	22433792	8554496
chr1	3000320	22433792	8556544
chr1	3000320	22433792	8558592
chr1	3000320	22433792	8560640
chr1	3000320	22433792	8562688
chr1	3000320	22433792	8564736
chr1	3000320	22433792	8566784
chr1	3000320	22433792	8568832
chr1	3000320	22433792	8570880
chr1	3000320	22433792	8572928
chr1	3000320	22433792	8574976
chr1	3000320	22433792	8577024
chr1	3000320	22433792	8579072
chr1	3000320	22433792	8581120
chr1	3000320	22433792	8583168
chr1	3000320	22433792	8585216
chr1	3000320	22433792	8587264
chr1	3000320	22433792	8589312
chr1	3000320	22433792	8591360
chr1	3000320	22433792	8593408
chr1	3000320	22433792	8595456
chr1	3000320	22433792	8597504
chr1	3000320	22433792	8599552
chr1	3000320	22433792	8601600
chr1	3000320	22433792	8603648
chr1	3000320	22433792	8605696
chr1	3000320	22433792	8607744
chr1	3000320	22433792	8609792
chr1	3000320	22433792	8611840
chr1	3000320	22433792	8613888
chr1	3000320	22433792	8615936
chr1	3000320	22433792	8617984
chr1	3000320	22433792	8620032
chr1	3000320	22433792	8622080
chr1	3000320	22433792	8624128
chr1	3000320	22433792	8626176
chr1	3000320	22433792	8628224
chr1	3000320	22433792	8630272
chr1	3000320	22433792	8632320
chr1	3000320	22433792	8634368
chr1	3000320	22433792	8636416
chr1	3000320	22433792	8638464
chr1	3000320	22433792	8640512
chr1	3000320	22433792	8642560
chr1	3000320	22433792	8644608
chr1	3000320	22433792	8646656
chr1	3000320	22433792	8648704
chr1	3000320	22433792	8650752
chr1	3000320	22433792	8652800
chr1	3000320	22433792	8654848
chr1	3000320	22433792	8656896
chr1	3000320	22433792	8658944
chr1	3000320	22433792	8660992
chr1	3000320	22433792	8663040
chr1	3000320	22433792	8665088
chr1	3000320	22433792	8667136
chr1	3000320	22433792	8669184
chr1	3000320	22433792	8671232
chr1	3000320	22433792	8673280
chr1	3000320	22433792	8675328
chr1	3000320	22433792	8677376
chr1	3000320	22433792	8679424
chr1	3000320	22433792	8681472
chr1	3000320	22433792	8683520
chr1	3000320	22433792	8685568
chr1	3000320	22433792	8687616
chr1	3000320	22433792	8689664
chr1	3000320	22433792	8691712
chr1	3000320	22433792	8693760
chr1	3000320	22433792	8695808
chr1	3000320	22433792	8697856
chr1	3000320	22433792	8699904
chr1	3000320	22433792	8701952
chr1	3000320	22433792	8704000
chr1	3000320	22433792	8706048
chr1	3000320	22433792	8708096
chr1	3000320	22433792	8710144
chr1	3000320	22433792	8712192
chr1	3000320	22433792	8714240
chr1	3000320	22433792	8716288
chr1	3000320	22433792	8718336
chr1	3000320	22433792	8720384
chr1	3000320	22433792	8722432
chr1	3000320	22433792	8724480
chr1	3000320	22433792	8726528
chr1	3000320	22433792	8728576
chr1	3000320	22433792	8730624
chr1	3000320	22433792	8732672
chr1	3000320	22433792	8734720
chr1	3000320	22433792	8736768
chr1	3000320	22433792	8738816
chr1	3000320	22433792	8740864
chr1	3000320	22433792	8742912
chr1	3000320	22433792	8744960
chr1	3000320	22433792	8747008
chr1	3000320	22433792	8749056
chr1	3000320	22433792	8751104
chr1	3000320	22433792	8753152
chr1	3000320	22433792	8755200
chr1	3000320	22433792	8757248
chr1	3000320	22433792	8759296
chr1	3000320	22433792	8761344
chr1	3000320	22433792	8763392
chr1	3000320	22433792	8765440
chr1	3000320	22433792	8767488
chr1	3000320	22433792	8769536
chr1	3000320	22433792	8771584
chr1	3000320	22433792	8773632
chr1	3000320	22433792	8775680
chr1	3000320	22433792	8777728
chr1	3000320	22433792	8779776
chr1	3000320	22433792	8781824
chr1	3000320	22433792	8783872
chr1	3000320	22433792	8785920
chr1	3000320	22433792	8787968
chr1	3000320	22433792	8790016
chr1	3000320	22433792	8792064
chr1	3000320	22433792	8794112
chr1	3000320	22433792	8796160
chr1	3000320	22433792	8798208
chr1	3000320	22433792	8800256
chr1	3000320	22433792	8802304
chr1	3000320	22433792	8804352
chr1	3000320	22433792	8806400
chr1	3000320	22433792	8808448
chr1	3000320	22433792	8810496
chr1	3000320	22433792	8812544
chr1	3000320	22433792	8814592
chr1	3000320	22433792	8816640
chr1	3000320	22433792	8818688
chr1	3000320	22433792	8820736
chr1	3000320	22433792	8822784
chr1	3000320	22433792	8824832
chr1	3000320	22433792	8826880
chr1	3000320	22433792	8828928
chr1	3000320	22433792	8830976
chr1	3000320	22433792	8833024
chr1	3000320	22433792	8835072
chr1	3000320	22433792	8837120
chr1	3000320	22433792	8839168
chr1	3000320	22433792	8841216
chr1	3000320	22433792	8843264
chr1	3000320	22433792	8845312
chr1	3000320	22433792	8847360
chr1	3000320	22433792	8849408
chr1	3000320	22433792	8851456
chr1	3000320	22433792	8853504
chr1	3000320	22433792	8855552
chr1	3000320	22433792	8857600
chr1	3000320	22433792	8859648
chr1	3000320	22433792	8861696
chr1	3000320	22433792	8863744
chr1	3000320	22433792	8865792
chr1	3000320	22433792	8867840
chr1	3000320	22433792	8869888
chr1	3000320	22433792	8871936
chr1	3000320	22433792	8873984
chr1	3000320	22433792	8876032
chr1	3000320	22433792	8878080
chr1	3000320	22433792	8880128
chr1	3000320	22433792	8882176
chr1	3000320	22433792	8884224
chr1	3000320	22433792	8886272
chr1	3000320	22433792	8888320
chr1	3000320	22433792	8890368
chr1	3000320	22433792	8892416
chr1	3000320	22433792	8894464
chr1	3000320	22433792	8896512
chr1	3000320	22433792	8898560
chr1	3000320	22433792	8900608
chr1	3000320	22433792	8902656
chr1	3000320	22433792	8904704
chr1	3000320	22433792	8906752
chr1	3000320	22433792	8908800
chr1	3000320	22433792	8910848
chr1	3000320	22433792	8912896
chr1	3000320	22433792	8914944
chr1	3000320	22433792	8916992
chr1	3000320	22433792	8919040
chr1	3000320	22433792	8921088
chr1	3000320	22433792	8923136
chr1	3000320	22433792	8925184
chr1	3000320	22433792	8927232
chr1	3000320	22433792	8929280
chr1	3000320	22433792	8931328
chr1	3000320	22433792	8933376
chr1	3000320	22433792	8935424
chr1	3000320	22433792	8937472
chr1	3000320	22433792	8939520
chr1	3000320	22433792	8941568
chr1	3000320	22433792	8943616
chr1	3000320	22433792	8945664
chr1	3000320	22433792	8947712
chr1	3000320	22433792	8949760
chr1	3000320	22433792	8951808
chr1	3000320	22433792	8953856
chr1	3000320	22433792	8955904
chr1	3000320	22433792	8957952
chr1	3000320	22433792	8960000
chr1	3000320	22433792	8962048
chr1	3000320	22433792	8964096
chr1	3000320	22433792	8966144
chr1	3000320	22433792	8968192
chr1	3000320	22433792	8970240
chr1	3000320	22433792	8972288
chr1	3000320	22433792	8974336
chr1	3000320	22433792	8976384
chr1	3000320	22433792	8978432
chr1	3000320	22433792	8980480
chr1	3000320	22433792	8982528
chr1	3000320	22433792	8984576
chr1	3000320	22433792	8986624
chr1	3000320	22433792	8988672
chr1	3000320	22433792	8990720
chr1	3000320	22433792	8992768
chr1	3000320	22433792	8994816
chr1	3000320	22433792	8996864
chr1	3000320	22433792	8998912
chr1	3000320	22433792	9000960
chr1	3000320	22433792	9003008
chr1	3000320	22433792	9005056
chr1	3000320	22433792	9007104
chr1	3000320	22433792	9009152
chr1	3000320	22433792	9011200
chr1	3000320	22433792	9013248
chr1	3000320	22433792	9015296
chr1	3000320	22433792	9017344
chr1	3000320	22433792	9019392
chr1	3000320	22433792	9021440
chr1	3000320	22433792	9023488
chr1	3000320	22433792	9025536
chr1	3000320	22433792	9027584
chr1	3000320	22433792	9029632
chr1	3000320	22433792	9031680
chr1	3000320	22433792	9033728
chr1	3000320	22433792	9035776
chr1	3000320	22433792	9037824
chr1	3000320	22433792	9039872
chr1	3000320	22433792	9041920
chr1	3000320	22433792	9043968
chr1	3000320	22433792	9046016
chr1	3000320	22433792	9048064
chr1	3000320	22433792	9050112
chr1	3000320	22433792	9052160
chr1	3000320	22433792	9054208
chr1	3000320	22433792	9056256
chr1	3000320	22433792	9058304
chr1	3000320	22433792	9060352
chr1	3000320	22433792	9062400
chr1	3000320	22433792	9064448
chr1	3000320	22433792	9066496
chr1	3000320	22433792	9068544
chr1	3000320	22433792	9070592
chr1	3000320	22433792	9072640
chr1	3000320	22433792	9074688
chr1	3000320	22433792	9076736
chr1	3000320	22433792	9078784
chr1	3000320	22433792	9080832
chr1	3000320	22433792	9082880
chr1	3000320	22433792	9084928
chr1	3000320	22433792	9086976
chr1	3000320	22433792	9089024
chr1	3000320	22433792	9091072
chr1	3000320	22433792	9093120
chr1	3000320	22433792	9095168
chr1	3000320	22433792	9097216
chr1	3000320	22433792	9099264
chr1	3000320	22433792	9101312
chr1	3000320	22433792	9103360
chr1	3000320	22433792	9105408
chr1	3000320	22433792	9107456
chr1	3000320	22433792	9109504
chr1	3000320	22433792	9111552
chr1	3000320	22433792	9113600
chr1	3000320	22433792	9115648
chr1	3000320	22433792	9117696
chr1	3000320	22433792	9119744
chr1	3000320	22433792	9121792
chr1	3000320	22433792	9123840
chr1	3000320	22433792	9125888
chr1	3000320	22433792	9127936
chr1	3000320	22433792	9129984
chr1	3000320	22433792	9132032
chr1	3000320	22433792	9134080
chr1	3000320	22433792	9136128
chr1	3000320	22433792	9138176
chr1	3000320	22433792	9140224
chr1	3000320	22433792	9142272
chr1	3000320	22433792	9144320
chr1	3000320	22433792	9146368
chr1	3000320	22433792	9148416
chr1	3000320	22433792	9150464
chr1	3000320	22433792	9152512
chr1	3000320	22433792	9154560
chr1	3000320	22433792	9156608
chr1	3000320	22433792	9158656
chr1	3000320	22433792	9160704
chr1	3000320	22433792	9162752
chr1	3000320	22433792	9164800
chr1	3000320	22433792	9166848
chr1	3000320	22433792	9168896
chr1	3000320	22433792	9170944
chr1	3000320	22433792	9172992
chr1	3000320	22433792	9175040
chr1	3000320	22433792	9177088
chr1	3000320	22433792	9179136
chr1	3000320	22433792	9181184
chr1	3000320	22433792	9183232
chr1	3000320	22433792	9185280
chr1	3000320	22433792	9187328
chr1	3000320	22433792	9189376
chr1	3000320	22433792	9191424
chr1	3000320	22433792	9193472
chr1	3000320	22433792	9195520
chr1	3000320	22433792	9197568
chr1	3000320	22433792	9199616
chr1	3000320	22433792	9201664
chr1	3000320	22433792	9203712
chr1	3000320	22433792	9205760
chr1	3000320	22433792	9207808
chr1	3000320	22433792	9209856
chr1	3000320	22433792	9211904
chr1	3000320	22433792	9213952
chr1	3000320	22433792	9216000
chr1	3000320	22433792	9218048
chr1	3000320	22433792	9220096
chr1	3000320	22433792	9222144
chr1	3000320	22433792	9224192
chr1	3000320	22433792	9226240
chr1	3000320	22433792	9228288
chr1	3000320	22433792	9230336
chr1	3000320	22433792	9232384
chr1	3000320	22433792	9234432
chr1	3000320	22433792	9236480
chr1	3000320	22433792	9238528
chr1	3000320	22433792	9240576
chr1	3000320	22433792	9242624
chr1	3000320	22433792	9244672
chr1	3000320	22433792	9246720
chr1	3000320	22433792	9248768
chr1	3000320	22433792	9250816
chr1	3000320	22433792	9252864
chr1	3000320	22433792	9254912
chr1	3000320	22433792	9256960
chr1	3000320	22433792	9259008
chr1	3000320	22433792	9261056
chr1	3000320	22433792	9263104
chr1	3000320	22433792	9265152
chr1	3000320	22433792	9267200
chr1	3000320	22433792	9269248
chr1	3000320	22433792	9271296
chr1	3000320	22433792	9273344
chr1	3000320	22433792	9275392
chr1	3000320	22433792	9277440
chr1	3000320	22433792	9279488
chr1	3000320	22433792	9281536
chr1	3000320	22433792	9283584
chr1	3000320	22433792	9285632
chr1	3000320	22433792	9287680
chr1	3000320	22433792	9289728
chr1	3000320	22433792	9291776
chr1	3000320	22433792	9293824
chr1	3000320	22433792	9295872
chr1	3000320	22433792	9297920
chr1	3000320	22433792	9299968
chr1	3000320	22433792	9302016
chr1	3000320	22433792	9304064
chr1	3000320	22433792	9306112
chr1	3000320	22433792	9308160
chr1	3000320	22433792	9310208
chr1	3000320	22433792	9312256
chr1	3000320	22433792	9314304
chr1	3000320	22433792	9316352
chr1	3000320	22433792	9318400
chr1	3000320	22433792	9320448
chr1	3000320	22433792	9322496
chr1	3000320	22433792	9324544
chr1	3000320	22433792	9326592
chr1	3000320	22433792	9328640
chr1	3000320	22433792	9330688
chr1	3000320	22433792	9332736
chr1	3000320	22433792	9334784
chr1	3000320	22433792	9336832
chr1	3000320	22433792	9338880
chr1	3000320	22433792	9340928
chr1	3000320	22433792	9342976
chr1	3000320	22433792	9345024
chr1	3000320	22433792	9347072
chr1	3000320	22433792	9349120
chr1	3000320	22433792	9351168
chr1	3000320	22433792	9353216
chr1	3000320	22433792	9355264
chr1	3000320	22433792	9357312
chr1	3000320	22433792	9359360
chr1	3000320	22433792	9361408
chr1	3000320	22433792	9363456
chr1	3000320	22433792	9365504
chr1	3000320	22433792	9367552
chr1	3000320	22433792	9369600
chr1	3000320	22433792	9371648
chr1	3000320	22433792	9373696
chr1	3000320	22433792	9375744
chr1	3000320	22433792	9377792
chr1	3000320	22433792	9379840
chr1	3000320	22433792	9381888
chr1	3000320	22433792	9383936
chr1	3000320	22433792	9385984
chr1	3000320	22433792	9388032
chr1	3000320	22433792	9390080
chr1	3000320	22433792	9392128
chr1	3000320	22433792	9394176
chr1	3000320	22433792	9396224
chr1	3000320	22433792	9398272
chr1	3000320	22433792	9400320
chr1	3000320	22433792	9402368
chr1	3000320	22433792	9404416
chr1	3000320	22433792	9406464
chr1	3000320	22433792	9408512
chr1	3000320	22433792	9410560
chr1	3000320	22433792	9412608
chr1	3000320	22433792	9414656
chr1	3000320	22433792	9416704
chr1	3000320	22433792	9418752
chr1	3000320	22433792	9420800
chr1	3000320	22433792	9422848
chr1	3000320	22433792	9424896
chr1	3000320	22433792	9426944
chr1	3000320	22433792	9428992
chr1	3000320	22433792	9431040
chr1	3000320	22433792	9433088
chr1	3000320	22433792	9435136
chr1	3000320	22433792	9437184
chr1	3000320	22433792	9439232
chr1	3000320	22433792	9441280
chr1	3000320	22433792	9443328
chr1	3000320	22433792	9445376
chr1	3000320	22433792	9447424
chr1	3000320	22433792	9449472
chr1	3000320	22433792	9451520
chr1	3000320	22433792	9453568
chr1	3000320	22433792	9455616
chr1	3000320	22433792	9457664
chr1	3000320	22433792	9459712
chr1	3000320	22433792	9461760
chr1	3000320	22433792	9463808
chr1	3000320	22433792	9465856
chr1	3000320	22433792	9467904
chr1	3000320	22433792	9469952
chr1	3000320	22433792	9472000
chr1	3000320	22433792	9474048
chr1	3000320	22433792	9476096
chr1	3000320	22433792	9478144
chr1	3000320	22433792	9480192
chr1	3000320	22433792	9482240
chr1	3000320	22433792	9484288
chr1	3000320	22433792	9486336
chr1	3000320	22433792	9488384
chr1	3000320	22433792	9490432
chr1	3000320	22433792	9492480
chr1	3000320	22433792	9494528
chr1	3000320	22433792	9496576
chr1	3000320	22433792	9498624
chr1	3000320	22433792	9500672
chr1	3000320	22433792	9502720
chr1	3000320	22433792	9504768
chr1	3000320	22433792	9506816
chr1	3000320	22433792	9508864
chr1	3000320	22433792	9510912
chr1	3000320	22433792	9512960
chr1	3000320	22433792	9515008
chr1	3000320	22433792	9517056
chr1	3000320	22433792	9519104
chr1	3000320	22433792	9521152
chr1	3000320	22433792	9523200
chr1	3000320	22433792	9525248
chr1	3000320	22433792	9527296
chr1	3000320	22433792	9529344
chr1	3000320	22433792	9531392
chr1	3000320	22433792	9533440
chr1	3000320	22433792	9535488
chr1	3000320	22433792	9537536
chr1	3000320	22433792	9539584
chr1	3000320	22433792	9541632
chr1	3000320	22433792	9543680
chr1	3000320	22433792	9545728
chr1	3000320	22433792	9547776
chr1	3000320	22433792	9549824
chr1	3000320	22433792	9551872
chr1	3000320	22433792	9553920
chr1	3000320	22433792	9555968
chr1	3000320	22433792	9558016
chr1	3000320	22433792	9560064
chr1	3000320	22433792	9562112
chr1	3000320	22433792	9564160
chr1	3000320	22433792	9566208
chr1	3000320	22433792	9568256
chr1	3000320	22433792	9570304
chr1	3000320	22433792	9572352
chr1	3000320	22433792	9574400
chr1	3000320	22433792	9576448
chr1	3000320	22433792	9578496
chr1	3000320	22433792	9580544
chr1	3000320	22433792	9582592
chr1	3000320	22433792	9584640
chr1	3000320	22433792	9586688
chr1	3000320	22433792	9588736
chr1	3000320	22433792	9590784
chr1	3000320	22433792	9592832
chr1	3000320	22433792	9594880
chr1	3000320	22433792	9596928
chr1	3000320	22433792	9598976
chr1	3000320	22433792	9601024
chr1	3000320	22433792	9603072
chr1	3000320	22433792	9605120
chr1	3000320	22433792	9607168
chr1	3000320	22433792	9609216
chr1	3000320	22433792	9611264
chr1	3000320	22433792	9613312
chr1	3000320	22433792	9615360
chr1	3000320	22433792	9617408
chr1	3000320	22433792	9619456
chr1	3000320	22433792	9621504
chr1	3000320	22433792	9623552
chr1	3000320	22433792	9625600
chr1	3000320	22433792	9627648
chr1	3000320	22433792	9629696
chr1	3000320	22433792	9631744
chr1	3000320	22433792	9633792
chr1	3000320	22433792	9635840
chr1	3000320	22433792	9637888
chr1	3000320	22433792	9639936
chr1	3000320	22433792	9641984
chr1	3000320	22433792	9644032
chr1	3000320	22433792	9646080
chr1	3000320	22433792	9648128
chr1	3000320	22433792	9650176
chr1	3000320	22433792	9652224
chr1	3000320	22433792	9654272
chr1	3000320	22433792	9656320
chr1	3000320	22433792	9658368
chr1	3000320	22433792	9660416
chr1	3000320	22433792	9662464
chr1	3000320	22433792	9664512
chr1	3000320	22433792	9666560
chr1	3000320	22433792	9668608
chr1	3000320	22433792	9670656
chr1	3000320	22433792	9672704
chr1	3000320	22433792	9674752
chr1	3000320	22433792	9676800
chr1	3000320	22433792	9678848
chr1	3000320	22433792	9680896
chr1	3000320	22433792	9682944
chr1	3000320	22433792	9684992
chr1	3000320	22433792	9687040
chr1	3000320	22433792	9689088
chr1	3000320	22433792	9691136
chr1	3000320	22433792	9693184
chr1	3000320	22433792	9695232
chr1	3000320	22433792	9697280
chr1	3000320	22433792	9699328
chr1	3000320	22433792	9701376
chr1	3000320	22433792	9703424
chr1	3000320	22433792	9705472
chr1	3000320	22433792	9707520
chr1	3000320	22433792	9709568
chr1	3000320	22433792	9711616
chr1	3000320	22433792	9713664
chr1	3000320	22433792	9715712
chr1	3000320	22433792	9717760
chr1	3000320	22433792	9719808
chr1	3000320	22433792	9721856
chr1	3000320	22433792	9723904
chr1	3000320	22433792	9725952
chr1	3000320	22433792	9728000
chr1	3000320	22433792	9730048
chr1	3000320	22433792	9732096
chr1	3000320	22433792	9734144
chr1	3000320	22433792	9736192
chr1	3000320	22433792	9738240
chr1	3000320	22433792	9740288
chr1	3000320	22433792	9742336
chr1	3000320	22433792	9744384
chr1	3000320	22433792	9746432
chr1	3000320	22433792	9748480
chr1	3000320	22433792	9750528
chr1	3000320	22433792	9752576
chr1	3000320	22433792	9754624
chr1	3000320	22433792	9756672
chr1	3000320	22433792	9758720
chr1	3000320	22433792	9760768
chr1	3000320	22433792	9762816
chr1	3000320	22433792	9764864
chr1	3000320	22433792	9766912
