SCD_h1_m0_t0	SCD_h1_m0_t1	SCD_h1_m0_t2	SCD_h1_m0_t3	SCD_h1_m0_t4	SCD_h1_m0_t5	chrom	end	rel_disruption_end	rel_disruption_start	start	type	window_end	window_start	miss_per	ins16_min	cont_sum	raw_count
34.9	38.94	35.22	35.72	35.56	31.44	chr12	9050000	661504	659456	9040000	up1	9701504	8390784	9.137854382545056	-0.5594696998596191	133918.2389841879	1934759
17.03	21.62	19.97	18.44	20.53	16.83	chr12	9600000	630784	628736	9590000	down10	10251504	8940784	9.879583081593957	-0.3201003670692444	89796.90530667939	1939960
45.53	51.75	52.0	52.25	49.25	42.8	chr12	11190000	649216	647168	11180000	down1	11841504	10530784	19.59539307441226	-0.3650012016296386	98839.03482663144	1765485
26.11	27.45	39.0	37.78	33.44	29.31	chr12	12420000	661504	659456	12410000	up1	13071504	11760784	10.986476370697156	-0.3587431907653808	115592.05839796511	2411895
42.28	46.4	80.5	76.9	66.2	59.88	chr12	15530000	665600	663552	15520000	up3	16181504	14870784	15.345652413468152	-0.5403907299041748	100613.05838022132	1744228
33.3	39.2	44.56	43.2	41.3	34.9	chr12	16550000	679936	677888	16540000	up10	17201504	15890784	2.7104256200388344	-0.3152335882186889	123985.96743741038	2220010
20.8	20.6	29.28	29.69	26.16	23.16	chr12	17270000	647168	645120	17260000	down2	17921504	16610784	4.242520965615252	-0.4076933264732361	106655.6525678819	2158274
30.78	33.47	44.28	42.28	40.16	35.2	chr12	17560000	655360	653312	17550000	tad3	18211504	16900784	41.31185663964981	-0.3121460080146789	66469.35420425655	1550814
23.81	24.5	29.56	28.84	27.72	24.33	chr12	24710000	647168	645120	24700000	down2	25361504	24050784	42.20443897267535	-0.2499650418758392	65960.5322684208	1500979
29.53	37.78	35.5	32.75	35.3	29.17	chr12	27610000	649216	647168	27600000	down1	28261504	26950784	9.137854382545056	-0.1772632151842117	88717.39992250528	1875259
18.6	24.11	25.42	24.27	23.83	19.88	chr12	29640000	649216	647168	29630000	down1	30291504	28980784	9.137854382545056	-0.1363842189311981	102280.89481283588	2113808
22.14	24.88	30.78	31.31	27.67	24.7	chr12	29900000	643072	641024	29890000	down4	30551504	29240784	9.137854382545056	-0.2813940942287445	103493.51089214656	1985810
47.03	58.8	72.56	70.06	66.7	56.56	chr12	30590000	667648	665600	30580000	up4	31241504	29930784	14.626722752299854	-0.4346374571323395	96938.12511401904	1839722
26.97	29.75	38.3	37.0	35.7	31.39	chr12	31500000	667648	665600	31490000	up4	32151504	30840784	6.894429055093874	-0.2715456485748291	102238.6081558688	2062045
44.22	47.4	66.0	65.56	60.22	53.66	chr12	31950000	677888	675840	31940000	up9	32601504	31290784	6.140540869175321	-0.5402263402938843	124232.13384546214	2052413
35.78	39.3	33.34	31.33	33.8	28.83	chr12	32300000	653312	651264	32290000	tad2	32951504	31640784	9.509098716034185	-0.2259230762720108	114779.37989810266	1976544
40.9	47.66	50.66	48.0	49.2	41.47	chr12	32620000	677888	675840	32610000	up9	33271504	31960784	8.765850081126576	-0.1387025564908981	101813.86920433052	2070135
20.48	23.6	15.14	14.21	18.45	15.484	chr12	33970000	643072	641024	33960000	down4	34621504	33310784	13.542628501077257	-0.2831473350524902	79942.62595251796	1819943
37.44	45.53	70.3	65.8	59.53	51.44	chr12	34670000	655360	653312	34660000	tad3	35321504	34010784	5.762456824322014	-0.4348840117454529	95923.56521492876	1809323
33.44	37.75	52.1	51.9	46.38	40.8	chr12	35200000	653312	651264	35190000	tad2	35851504	34540784	6.140540869175321	-0.4501372277736664	115039.87740342192	1717410
36.56	42.03	46.06	43.78	43.72	37.94	chr12	36200000	675840	673792	36190000	up8	36851504	35540784	13.90475321941414	-0.2239946275949478	93325.38152035902	1750796
47.38	60.1	91.4	86.0	77.25	65.5	chr12	36700000	673792	671744	36690000	up7	37351504	36040784	13.542628501077257	-0.4096359610557556	87371.97657902843	1745447
33.97	40.28	32.97	31.5	35.34	29.06	chr12	37620000	673792	671744	37610000	up7	38271504	36960784	14.626722752299854	-0.1232430264353752	91042.73632326916	1585191
31.45	35.16	52.62	51.25	43.56	39.5	chr12	38130000	661504	659456	38120000	up1	38781504	37470784	13.90475321941414	-0.7535442113876343	103930.28644732834	1566407
23.7	26.56	21.3	19.22	22.98	19.6	chr12	39040000	669696	667648	39030000	up5	39691504	38380784	12.451694538490475	-0.1322724223136901	84516.12700352486	1728122
48.62	55.62	85.56	83.9	71.1	63.2	chr12	39500000	669696	667648	39490000	up5	40151504	38840784	10.618271908925443	-0.6345993280410767	124799.58686806729	1855172
19.45	20.62	23.53	23.8	22.1	19.8	chr12	40220000	641024	638976	40210000	down5	40871504	39560784	5.004008830827339	-0.4503440260887146	144334.29751261507	2130367
32.38	40.72	29.17	27.17	32.0	26.17	chr12	43820000	653312	651264	43810000	tad2	44471504	43160784	19.94459833795014	-0.1604236960411071	100552.80896356632	1507815
24.77	25.5	43.8	47.72	37.25	33.78	chr12	44210000	630784	628736	44200000	down10	44861504	43550784	21.33381971280812	-0.4674846529960632	101976.30800922267	1426893
30.36	35.7	46.28	45.84	40.9	35.78	chr12	44590000	671744	669696	44580000	up6	45241504	43930784	17.484202166668567	-0.290347158908844	103584.8279160597	1561564
38.7	44.47	52.4	48.38	47.1	41.0	chr12	45200000	647168	645120	45190000	down2	45851504	44540784	16.77439212065251	-0.2807621359825134	90875.06589869832	1595229
22.69	27.55	35.62	34.5	31.6	27.23	chr12	45460000	665600	663552	45450000	up3	46111504	44800784	14.266117969821671	-0.2485544383525848	89372.89580160806	1633145
39.44	49.2	33.4	31.75	38.88	31.14	chr12	45960000	630784	628736	45950000	down10	46611504	45300784	15.703977292158273	-0.2052297890186309	74697.43711884785	1590344
19.52	22.61	11.56	10.984	15.555	12.414	chr12	47330000	643072	641024	47320000	down4	47981504	46670784	14.98656756684868	-0.1196589171886444	78888.7520832752	1531785
37.53	45.53	54.34	51.34	50.66	42.28	chr12	50310000	665600	663552	50300000	up3	50961504	49650784	12.81609916061542	-0.3082220554351806	87254.16801157013	1608146
24.28	27.94	22.36	21.12	24.42	20.67	chr12	50670000	638976	636928	50660000	down6	51321504	50010784	16.06154220291904	-0.1070683375000953	82425.06830454874	1529695
22.48	22.52	28.14	28.73	26.05	22.95	chr12	52020000	651264	649216	52010000	tad1	52671504	51360784	10.986476370697156	-0.4023204147815704	132464.10316957603	2076570
24.28	25.12	30.66	30.81	28.2	25.72	chr12	52910000	647168	645120	52900000	down2	53561504	52250784	8.765850081126576	-0.5735476016998291	115793.17801961124	1801276
32.06	38.4	38.8	37.25	37.78	31.7	chr12	54070000	651264	649216	54060000	tad1	54721504	53410784	2.3255018638213465	-0.2768222391605377	115156.65669146234	2120783
19.33	22.34	30.83	30.25	27.47	23.94	chr12	56710000	630784	628736	56700000	down10	57361504	56050784	5.004008830827339	-0.3018711805343628	123550.90045394508	1967809
20.6	22.62	30.27	29.36	27.05	23.83	chr12	57570000	634880	632832	57560000	down8	58221504	56910784	10.249307479224376	-0.1969658881425857	105993.82634934036	1640815
24.14	29.88	24.4	22.31	26.58	21.61	chr12	58210000	651264	649216	58200000	tad1	58861504	57550784	20.64072896123784	-0.1936364471912384	75295.98080960491	1583036
19.97	24.98	9.555	9.625	14.875	11.42	chr12	60710000	634880	632832	60700000	down8	61361504	60050784	18.19097234096721	-0.1292909681797027	80320.35763413778	1366803
43.78	44.66	76.1	83.5	60.25	53.84	chr12	64920000	636928	634880	64910000	down7	65571504	64260784	16.06154220291904	-0.3925365209579468	132601.74078586855	1551866
23.47	25.84	32.8	35.53	28.38	25.34	chr12	65180000	667648	665600	65170000	up4	65831504	64520784	13.179743814811015	-0.2496281266212463	130740.46096889944	1576471
16.19	20.23	13.2	12.82	15.664	12.39	chr12	66290000	649216	647168	66280000	down1	66941504	65630784	12.451694538490475	-0.1015735864639282	77392.57710353985	1577066
20.69	19.78	20.75	20.84	19.23	16.53	chr12	69150000	636928	634880	69140000	down7	69801504	68490784	14.266117969821671	-0.4130648970603943	152900.7366787824	1846282
22.5	23.44	27.86	27.45	26.23	23.3	chr12	70470000	667648	665600	70460000	up4	71121504	69810784	4.242520965615252	-0.3468475341796875	104548.27209773916	2350846
32.53	31.97	45.94	47.78	41.25	37.03	chr12	70940000	630784	628736	70930000	down10	71591504	70280784	8.393085811778743	-0.3891902863979339	147781.44854946434	2266019
48.22	53.28	71.0	69.56	64.44	56.38	chr12	71750000	677888	675840	71740000	up9	72401504	71090784	4.242520965615252	-0.2992288470268249	115786.07241372405	2313459
21.31	23.11	27.42	26.2	25.72	22.27	chr12	72450000	671744	669696	72440000	up6	73101504	71790784	5.762456824322014	-0.256530225276947	109513.5980839626	2306608
17.08	18.83	25.64	25.61	23.36	20.6	chr12	72720000	634880	632832	72710000	down8	73371504	72060784	6.140540869175321	-0.2193189412355423	108859.7588938564	2339220
38.06	40.78	48.8	47.56	45.8	40.56	chr12	73010000	671744	669696	73000000	up6	73661504	72350784	7.645277369295016	-0.2619027495384216	110534.87128133184	2402482
35.34	36.6	53.0	52.53	46.62	42.1	chr12	73550000	628736	626688	73540000	down11	74201504	72890784	7.270233196159122	-0.3188307881355285	120508.05031355156	2212318
37.7	40.53	53.7	51.88	48.03	42.3	chr12	74320000	634880	632832	74310000	down8	74971504	73660784	9.137854382545056	-0.6635858416557312	116676.35547395988	1769600
40.38	47.8	43.7	43.28	43.2	37.22	chr12	75420000	630784	628736	75410000	down10	76071504	74760784	3.0945894083269683	-0.3545767664909363	119729.42614233258	2008770
36.44	36.72	49.53	49.9	46.66	40.75	chr12	76370000	630784	628736	76360000	down10	77021504	75710784	5.383612811539353	-0.1711245477199554	97633.1946271091	2683787
19.47	21.7	22.56	20.95	21.84	18.89	chr12	77250000	651264	649216	77240000	tad1	77901504	76590784	9.137854382545056	-0.40528404712677	114838.93261306864	2219762
32.75	31.14	35.66	36.34	34.62	31.08	chr12	80150000	667648	665600	80140000	up4	80801504	79490784	2.3255018638213465	-0.6395015120506287	113982.07935833374	2850993
33.1	36.3	45.6	44.97	42.4	36.78	chr12	81790000	667648	665600	81780000	up4	82441504	81130784	15.345652413468152	-0.4570147395133972	90298.53702602773	2028580
18.78	20.45	21.6	20.39	20.92	17.98	chr12	82490000	659456	657408	82480000	tad5	83141504	81830784	16.41834714575045	-0.2464715540409088	98435.784206046	2073082
33.2	38.97	70.0	70.4	57.6	51.25	chr12	83040000	638976	636928	83030000	down6	83691504	82380784	3.4779932286857496	-0.3497790992259979	121293.73742832072	2389352
28.36	29.61	36.1	35.4	34.5	30.22	chr12	85830000	649216	647168	85820000	down1	86481504	85170784	3.4779932286857496	-0.3897178769111633	101162.64138941432	2720699
20.4	18.81	22.86	23.4	21.14	18.19	chr12	87400000	677888	675840	87390000	up9	88051504	86740784	61.33245177053528	-0.4408932626247406	44833.661230515296	1740155
29.2	34.8	41.38	40.97	38.4	33.38	chr12	91340000	647168	645120	91330000	down2	91991504	90680784	15.703977292158273	-0.2124308347702026	118961.80000684549	1612972
39.84	40.53	51.9	55.75	46.4	42.2	chr12	91860000	677888	675840	91850000	up9	92511504	91200784	14.98656756684868	-0.47516930103302	115986.30376132394	1560961
20.62	25.95	49.12	46.0	39.22	33.22	chr12	95730000	628736	626688	95720000	down11	96381504	95070784	18.19097234096721	-0.5223851203918457	96635.49105452586	1419463
26.53	31.61	11.89	11.5	18.47	14.555	chr12	96320000	651264	649216	96310000	tad1	96971504	95660784	17.129677127625214	-0.1452900171279907	72858.79631121685	1358990
45.12	56.16	36.5	35.94	42.84	33.7	chr12	97150000	641024	638976	97140000	down5	97801504	96490784	13.179743814811015	-0.2689772844314575	83917.43720943753	1468664
61.84	72.25	102.6	104.56	88.4	78.0	chr12	98210000	632832	630784	98200000	down9	98861504	97550784	9.137854382545056	-0.4733431339263916	99247.4273927931	1652071
27.45	31.62	44.97	44.5	39.34	34.8	chr12	99080000	665600	663552	99070000	up3	99731504	98420784	4.242520965615252	-0.2926811575889587	102930.27451686442	2142446
22.48	19.83	32.88	35.12	27.19	23.86	chr12	103410000	675840	673792	103400000	up8	104061504	102750784	39.50617283950617	-0.2315157949924469	61638.07223225084	1711898
31.2	33.0	45.5	45.88	39.53	34.75	chr12	104440000	638976	636928	104430000	down6	105091504	103780784	13.179743814811015	-0.5161142945289612	117216.14316802051	1944856
37.3	40.2	55.44	54.6	49.66	43.66	chr12	105040000	671744	669696	105030000	up6	105691504	104380784	1.5533744475983111	-0.4384265542030334	103934.62559742646	2518270
37.6	40.12	59.7	60.56	50.62	44.75	chr12	108010000	649216	647168	108000000	down1	108661504	107350784	2.3255018638213465	-0.6033964157104492	129127.65167810048	2265502
48.25	49.56	79.56	81.56	67.2	59.62	chr12	108890000	673792	671744	108880000	up7	109541504	108230784	7.645277369295016	-0.4727078378200531	125159.83369880248	2402096
20.23	21.86	18.17	17.44	18.75	15.734	chr12	109400000	653312	651264	109390000	tad2	110051504	108740784	8.765850081126576	-0.2273101806640625	97486.84424159404	2345976
28.61	31.97	25.56	24.9	26.92	22.44	chr12	109760000	651264	649216	109750000	tad1	110411504	109100784	6.894429055093874	-0.1514332443475723	96808.82140839472	2336965
21.69	24.94	21.44	20.69	21.69	17.88	chr12	109990000	628736	626688	109980000	down11	110641504	109330784	4.623644882185972	-0.1318557411432266	111483.50763119584	2617184
40.7	37.47	50.06	51.62	46.3	41.22	chr12	110410000	669696	667648	110400000	up5	111061504	109750784	3.860637081115177	-0.5211706161499023	124220.66949193602	2875251
33.8	33.75	44.2	44.44	41.6	36.47	chr12	110860000	643072	641024	110850000	down4	111511504	110200784	1.5533744475983111	-0.234557494521141	98691.1586253024	3079423
17.7	19.23	20.05	19.81	19.08	16.7	chr12	116400000	632832	630784	116390000	down9	117051504	115740784	26.100338565712526	-0.0584880411624908	75911.90503252864	1377864
46.7	51.84	54.56	52.4	51.84	44.8	chr12	116640000	641024	638976	116630000	down5	117291504	115980784	9.879583081593957	-0.4270000457763672	96195.1481956748	1801070
25.4	26.97	43.1	42.16	36.53	33.1	chr12	117380000	665600	663552	117370000	up3	118031504	116720784	3.0945894083269683	-0.4308436810970306	114519.31255420312	2037163
23.22	24.7	30.19	29.84	27.98	25.2	chr12	117790000	638976	636928	117780000	down6	118441504	117130784	5.004008830827339	-0.3498041927814483	116235.2472634769	1893450
50.28	55.9	59.7	59.0	58.22	50.7	chr13	3650000	675840	673792	3640000	up8	4301504	2990784	41.31185663964981	-0.3014415502548218	73205.62445846808	1124705
27.83	33.66	33.12	32.44	31.95	27.03	chr13	4010000	663552	661504	4000000	up2	4661504	3350784	19.245427842945027	-0.2583144307136535	97662.4700868443	1453242
48.47	57.56	53.34	51.7	54.6	46.44	chr13	4310000	632832	630784	4300000	down9	4961504	3650784	18.89470264354844	-0.1056484580039978	98843.5306053214	1530557
36.56	43.97	48.62	49.8	45.88	39.47	chr13	4640000	630784	628736	4630000	down10	5291504	3980784	21.33381971280812	-0.4720230400562286	93128.22865056734	1407025
22.77	26.88	8.72	8.69	14.75	11.39	chr13	7670000	679936	677888	7660000	up10	8321504	7010784	17.484202166668567	-0.1417797058820724	68522.82425250254	1534960
19.19	21.14	25.62	26.23	23.02	20.48	chr13	8810000	634880	632832	8800000	down8	9461504	8150784	14.266117969821671	-0.3461767435073852	122406.65079983756	1816385
44.7	45.53	64.75	66.4	56.94	50.75	chr13	9180000	661504	659456	9170000	up1	9831504	8520784	14.266117969821671	-0.4463592767715454	124333.54936709024	1965576
53.6	57.47	70.1	68.56	63.66	56.2	chr13	9860000	647168	645120	9850000	down2	10511504	9200784	11.353920864539518	-0.3889546692371368	119640.26721409526	1936560
33.38	37.62	40.4	41.16	38.78	34.16	chr13	12400000	647168	645120	12390000	down2	13051504	11740784	37.36496319855302	-0.3913653194904327	78157.1732645448	1645074
36.03	40.06	55.47	56.72	47.84	42.22	chr13	14640000	669696	667648	14630000	up5	15291504	13980784	19.59539307441226	-0.6155662536621094	101931.47105177742	1571611
20.33	22.73	15.04	12.66	15.75	12.47	chr13	15330000	659456	657408	15320000	tad5	15981504	14670784	14.266117969821671	-0.0908712595701217	82124.28316813597	1776922
29.72	30.56	56.66	57.12	44.8	40.12	chr13	15770000	653312	651264	15760000	tad2	16421504	15110784	7.645277369295016	-0.3909668922424316	121457.2330297798	1770627
24.38	28.77	47.75	48.1	39.97	35.03	chr13	16010000	636928	634880	16000000	down7	16661504	15350784	8.019561574501557	-0.3197429776191711	122743.68749138073	1781644
36.53	42.3	48.84	50.34	45.6	40.53	chr13	18040000	677888	675840	18030000	up9	18691504	17380784	10.986476370697156	-0.2587893605232239	118188.39602710096	1751877
22.3	24.22	27.77	27.8	25.02	21.5	chr13	21160000	659456	657408	21150000	tad5	21811504	20500784	14.98656756684868	-0.5118005275726318	112494.21855955815	2023579
39.5	44.56	39.47	38.38	40.34	34.28	chr13	21340000	647168	645120	21330000	down2	21991504	20680784	16.06154220291904	-0.0864235982298851	107889.87096736308	2039047
58.06	65.2	61.44	56.75	60.56	50.25	chr13	23270000	679936	677888	23260000	up10	23921504	22610784	33.92496836633494	-0.1096705347299575	125370.5176187218	1561457
24.02	24.94	18.05	17.33	19.22	16.34	chr13	23410000	651264	649216	23400000	tad1	24061504	22750784	25.42852691616414	-0.2290104031562805	126378.5146266236	1695431
29.61	30.39	28.9	28.7	28.47	24.69	chr13	23540000	645120	643072	23530000	down3	24191504	22880784	11.353920864539518	-0.2704116106033325	124518.47663761883	1848417
26.42	29.56	28.36	27.27	28.5	24.7	chr13	24320000	636928	634880	24310000	down7	24971504	23660784	6.894429055093874	-0.2692276537418365	103057.2378315428	2433887
55.88	73.56	82.75	79.2	76.7	62.94	chr13	25550000	673792	671744	25540000	up7	26201504	24890784	8.765850081126576	-0.2648884057998657	88299.8754791683	1764317
16.61	19.61	6.305	5.83	9.62	7.367	chr13	27940000	665600	663552	27930000	up3	28591504	27280784	19.94459833795014	-0.0878899693489074	67938.53601433402	1373427
20.78	23.88	21.97	20.53	22.45	18.61	chr13	28970000	649216	647168	28960000	down1	29621504	28310784	6.517864946099275	-0.4861063361167907	87653.59084479234	2244901
29.53	33.28	36.4	35.75	34.84	30.89	chr13	29860000	657408	655360	29850000	tad4	30511504	29200784	9.879583081593957	-0.5405791997909546	99025.60623382652	1914804
36.12	41.72	55.47	52.06	49.94	43.38	chr13	30270000	651264	649216	30260000	tad1	30921504	29610784	9.137854382545056	-0.2563498616218567	98760.9668454786	1973038
29.3	33.75	37.72	37.34	35.88	31.7	chr13	30550000	641024	638976	30540000	down5	31201504	29890784	7.645277369295016	-0.4220197200775146	94641.82490689156	1997170
17.5	21.4	23.55	21.48	21.55	18.03	chr13	31010000	645120	643072	31000000	down3	31661504	30350784	6.517864946099275	-0.2979790270328522	95623.69119397168	2133689
23.44	23.0	40.1	43.88	33.2	31.06	chr13	31680000	638976	636928	31670000	down6	32331504	31020784	3.860637081115177	-0.4403218626976013	149802.98038047034	2106054
39.6	39.94	44.2	43.4	40.4	33.94	chr13	33940000	677888	675840	33930000	up9	34591504	33280784	34.24149500891062	-0.3597068786621094	83751.76948521612	1543809
47.3	51.34	75.56	74.8	66.1	59.25	chr13	34180000	667648	665600	34170000	up4	34831504	33520784	19.59539307441226	-0.3024592399597168	107567.67411103522	1968053
73.06	84.1	110.75	106.2	99.56	86.2	chr13	34640000	663552	661504	34630000	up2	35291504	33980784	10.618271908925443	-0.454150378704071	102538.1796947756	2203345
25.3	29.16	23.98	22.34	24.27	20.05	chr13	35060000	626688	624640	35050000	down12	35711504	34400784	10.618271908925443	-0.1773454844951629	102886.76516931824	1941272
42.06	49.28	42.9	41.66	43.97	37.12	chr13	35980000	628736	626688	35970000	down11	36631504	35320784	6.894429055093874	-0.2735235095024109	107689.73303449886	2107625
24.92	31.42	32.4	30.39	30.98	26.5	chr13	36280000	661504	659456	36270000	up1	36931504	35620784	7.270233196159122	-0.138806477189064	106830.49919926822	2099053
30.97	34.3	50.2	54.34	44.62	39.94	chr13	37330000	643072	641024	37320000	down4	37981504	36670784	7.645277369295016	-0.3563667237758636	142663.2067352302	2327822
26.16	24.7	24.56	24.14	24.78	21.58	chr13	37980000	649216	647168	37970000	down1	38631504	37320784	2.3255018638213465	-0.384240984916687	124619.11336858544	2645648
22.77	26.5	18.78	18.2	21.27	17.92	chr13	39000000	671744	669696	38990000	up6	39651504	38340784	4.623644882185972	-0.1796432137489318	103208.95960677502	2040136
34.28	37.25	37.2	36.53	37.03	31.94	chr13	40770000	673792	671744	40760000	up7	41421504	40110784	8.393085811778743	-0.5163205862045288	125770.58607032151	2196005
40.16	41.97	51.47	50.5	48.8	43.28	chr13	41270000	628736	626688	41260000	down11	41921504	40610784	4.623644882185972	-0.3617483079433441	125858.5226092189	2295448
25.58	29.55	23.94	23.08	25.56	21.81	chr13	42580000	655360	653312	42570000	tad3	43231504	41920784	3.0945894083269683	-0.1629754900932312	95392.79310569935	2122670
36.84	43.72	49.6	48.53	46.6	39.94	chr13	43860000	665600	663552	43850000	up3	44511504	43200784	2.7104256200388344	-0.2745573818683624	126045.77707968513	2597040
20.3	21.38	10.99	10.086	14.49	12.19	chr13	44300000	651264	649216	44290000	tad1	44951504	43640784	1.5533744475983111	-0.2361155301332473	90562.29308467492	2950846
16.17	19.69	18.28	18.3	17.7	15.0	chr13	45520000	679936	677888	45510000	up10	46171504	44860784	3.860637081115177	-0.330005943775177	117673.34671117252	2288851
21.12	26.9	31.42	30.1	28.45	23.86	chr13	46280000	638976	636928	46270000	down6	46931504	45620784	3.860637081115177	-0.1404259651899337	105958.57472681424	2312382
19.7	20.34	14.46	14.2	16.38	14.3	chr13	46670000	632832	630784	46660000	down9	47321504	46010784	3.860637081115177	-0.4405584931373596	120131.00920190038	2329515
17.45	20.3	9.586	9.29	12.68	10.375	chr13	47600000	636928	634880	47590000	down7	48251504	46940784	3.0945894083269683	-0.097028449177742	99072.62431062265	2328567
42.38	43.38	48.38	47.94	46.94	40.62	chr13	48510000	679936	677888	48500000	up10	49161504	47850784	2.3255018638213465	-0.4206663966178894	139228.4505681576	2576544
26.72	27.5	35.56	35.5	33.2	28.95	chr13	49220000	645120	643072	49210000	down3	49871504	48560784	3.4779932286857496	-0.2911500632762909	103316.42356421713	2596916
20.69	22.89	29.62	29.33	27.05	23.58	chr13	49660000	645120	643072	49650000	down3	50311504	49000784	39.2025656517295	-0.1680319309234619	68177.51967055931	1589545
26.36	25.56	28.8	30.42	27.25	24.48	chr13	51650000	628736	626688	51640000	down11	52301504	50990784	3.4779932286857496	-0.5648492574691772	131587.47146453251	2521432
43.62	45.56	65.3	61.12	56.97	50.25	chr13	52250000	634880	632832	52240000	down8	52901504	51590784	3.4779932286857496	-0.4649413824081421	113178.24959147492	2561823
29.52	27.4	44.53	44.56	37.8	34.6	chr13	52650000	661504	659456	52640000	up1	53301504	51990784	5.004008830827339	-0.4614006280899048	114157.521534978	2377435
21.02	21.02	27.75	26.77	25.58	22.55	chr13	53100000	679936	677888	53090000	up10	53751504	52440784	3.0945894083269683	-0.515447735786438	119112.64193628843	2434970
25.58	27.3	38.3	37.94	34.66	30.81	chr13	53440000	663552	661504	53430000	up2	54091504	52780784	3.0945894083269683	-0.2700581848621368	116143.39699923652	2312067
22.78	26.64	40.34	38.25	35.06	30.2	chr13	53780000	663552	661504	53770000	up2	54431504	53120784	2.3255018638213465	-0.4012335538864136	116918.34169813688	2434758
27.73	31.05	47.1	46.3	40.66	35.62	chr13	54070000	653312	651264	54060000	tad2	54721504	53410784	4.242520965615252	-0.4122978150844574	114605.92383988015	2543341
22.11	22.23	34.47	33.88	30.16	26.25	chr13	54470000	636928	634880	54460000	down7	55121504	53810784	5.383612811539353	-0.3408432602882385	119556.88699260404	2627043
19.61	18.9	24.42	25.14	22.69	19.98	chr13	54700000	677888	675840	54690000	up9	55351504	54040784	3.860637081115177	-0.4202200472354889	114653.7808705046	2895321
24.36	26.06	33.88	33.12	31.14	26.83	chr13	56180000	677888	675840	56170000	up9	56831504	55520784	2.3255018638213465	-0.2136851251125335	98163.36203210067	2631472
25.62	27.84	50.44	51.56	41.97	37.88	chr13	58620000	677888	675840	58610000	up9	59271504	57960784	4.623644882185972	-0.4257839918136596	134670.032972684	2410679
44.88	54.38	73.9	69.44	64.56	56.16	chr13	60480000	649216	647168	60470000	down1	61131504	59820784	13.90475321941414	-0.3547717928886413	95866.02363197242	2041340
43.44	46.28	49.72	48.12	48.47	42.16	chr13	62930000	649216	647168	62920000	down1	63581504	62270784	37.36496319855302	-0.3471120595932007	73503.0490218428	1480812
28.75	34.94	32.78	30.67	33.03	27.86	chr13	69000000	663552	661504	68990000	up2	69651504	68340784	25.091481139495915	-0.2625783085823059	74640.22585896974	1493883
29.94	34.1	47.7	48.06	40.47	36.03	chr13	69480000	641024	638976	69470000	down5	70131504	68820784	10.618271908925443	-0.3445313572883606	121900.27901114857	1761355
30.53	32.16	33.12	32.16	31.94	27.48	chr13	69690000	626688	624640	69680000	down12	70341504	69030784	6.140540869175321	-0.2956554889678955	117816.41824625724	1748967
19.28	18.81	31.38	31.03	25.5	23.9	chr13	70600000	647168	645120	70590000	down2	71251504	69940784	6.894429055093874	-0.4181080460548401	98594.37295326352	1822501
25.39	31.5	31.1	31.31	29.56	25.61	chr13	71030000	638976	636928	71020000	down6	71681504	70370784	12.086529948436176	-0.3676982522010803	90912.61575112164	1771868
36.2	46.84	42.75	39.25	43.38	35.22	chr13	71450000	669696	667648	71440000	up5	72101504	70790784	12.451694538490475	-0.1762386709451675	86173.77913563295	1857126
26.62	33.38	26.77	25.83	27.72	22.62	chr13	73080000	667648	665600	73070000	up4	73731504	72420784	5.004008830827339	-0.1064814776182174	111673.73319636872	2223224
16.02	19.33	21.22	21.39	19.77	16.89	chr13	73330000	641024	638976	73320000	down5	73981504	72670784	3.4779932286857496	-0.2434672862291336	108665.67136238833	2374031
24.9	26.4	27.8	26.05	27.83	23.94	chr13	73950000	679936	677888	73940000	up10	74601504	73290784	1.9398181396745056	-0.1761081516742706	98894.40975304782	2435127
42.44	44.25	53.47	52.75	50.25	44.53	chr13	74320000	641024	638976	74310000	down5	74971504	73660784	12.81609916061542	-0.3419696688652038	95215.62292439198	1951611
49.0	57.34	49.94	45.8	51.28	42.6	chr13	74870000	645120	643072	74860000	down3	75521504	74210784	20.64072896123784	-0.1591958403587341	91783.92593297412	1378883
53.1	65.8	77.9	72.25	72.94	60.5	chr13	75220000	667648	665600	75210000	up4	75871504	74560784	18.543217476222505	-0.3511030673980713	90462.074269778	1504633
22.6	25.53	28.44	28.12	26.3	22.14	chr13	76090000	669696	667648	76080000	up5	76741504	75430784	19.245427842945027	-0.1843046993017196	95153.93715668592	1412896
28.28	32.78	45.03	46.97	37.6	33.94	chr13	76790000	630784	628736	76780000	down10	77441504	76130784	16.77439212065251	-0.3119791150093078	108647.13018075206	1262867
25.1	29.92	32.22	30.27	30.72	25.67	chr13	77860000	665600	663552	77850000	up3	78511504	77200784	27.10235628056496	-0.1815087050199508	74230.796686642	1283443
25.83	29.06	41.2	39.47	36.0	30.83	chr13	78220000	641024	638976	78210000	down5	78871504	77560784	15.703977292158273	-0.5776697993278503	86061.54508055329	1304838
20.11	25.08	15.8	15.32	19.05	15.43	chr13	80230000	673792	671744	80220000	up7	80881504	79570784	17.484202166668567	-0.0639631375670433	74331.89791269093	1382780
41.06	43.78	54.38	54.1	49.88	44.47	chr13	81790000	632832	630784	81780000	down9	82441504	81130784	11.353920864539518	-0.3421923518180847	103113.3516992249	1480381
24.28	21.64	31.58	34.0	27.39	25.62	chr13	83700000	675840	673792	83690000	up8	84351504	83040784	16.41834714575045	-0.7116032242774963	116358.50051265176	1468306
