SCD_h1_m0_t0	SCD_h1_m0_t1	SCD_h1_m0_t2	SCD_h1_m0_t3	SCD_h1_m0_t4	SCD_h1_m0_t5	chrom	end	rel_disruption_end	rel_disruption_start	start	type	window_end	window_start	miss_per	ins16_min	cont_sum	raw_count
0.9136	0.9062	1.282	1.408	1.083	0.963	chr13	23770000	624640	622592	23760000	down13	24421504	23110784	9.137854382545056	-0.3316903710365295	174344.60147153525	2132918
7.703	7.863	7.258	7.363	7.234	6.332	chr13	24740000	634880	632832	24730000	down8	25391504	24080784	10.986476370697156	-0.1506891846656799	98007.48136026884	2165942
13.91	14.55	15.234	15.51	14.76	12.82	chr13	25020000	655360	653312	25010000	tad3	25671504	24360784	11.353920864539518	-0.2242456376552581	94501.77345149338	1991566
11.836	14.914	8.93	8.24	10.5	8.555	chr13	25930000	663552	661504	25920000	up2	26581504	25270784	9.137854382545056	-0.0862010419368743	87133.30750075293	1742576
9.945	11.914	3.88	4.035	6.477	5.004	chr13	26450000	667648	665600	26440000	up4	27101504	25790784	17.484202166668567	-0.0727331861853599	72593.63314630855	1664459
0.456	0.5137	0.4531	0.4382	0.4387	0.38	chr13	26840000	622592	620544	26830000	down14	27491504	26180784	19.245427842945027	-0.1335890442132949	67934.47242742406	1489954
6.816	8.5	6.95	6.38	6.79	5.402	chr13	28280000	671744	669696	28270000	up6	28931504	27620784	17.837967237782564	-0.1481715142726898	76530.95224103506	1583352
8.88	9.15	6.184	5.883	6.844	6.055	chr13	32280000	653312	651264	32270000	tad2	32931504	31620784	4.242520965615252	-0.1546212434768676	96082.28648726168	2170423
15.164	17.4	25.23	26.1	20.78	18.94	chr13	32810000	649216	647168	32800000	down1	33461504	32150784	19.94459833795014	-0.3489793539047241	95217.85544786425	1488248
5.402	7.305	9.28	8.21	8.445	6.6	chr13	36740000	651264	649216	36730000	tad1	37391504	36080784	8.019561574501557	-0.2795811891555786	87263.16385876133	2213001
13.74	14.01	13.51	12.77	13.73	11.68	chr13	38240000	655360	653312	38230000	tad3	38891504	37580784	1.9398181396745056	-0.0908071920275688	111312.80082542603	2496744
15.77	17.0	16.38	16.08	16.08	13.82	chr13	38660000	669696	667648	38650000	up5	39311504	38000784	3.860637081115177	-0.4630938172340393	103805.574728264	2279385
0.986	1.125	1.107	1.075	1.092	0.937	chr13	39420000	624640	622592	39410000	down13	40071504	38760784	14.266117969821671	-0.2578535079956054	81914.43571853994	1826077
9.74	11.07	4.195	3.984	6.37	5.082	chr13	39950000	667648	665600	39940000	up4	40601504	39290784	15.703977292158273	-0.1620611250400543	73040.19978405508	1941665
0.953	1.043	1.646	1.764	0.951	0.893	chr4	95980000	618496	616448	95970000	down16	96631504	95320784	16.06154220291904	-0.2490715235471725	116105.75154525416	1615069
12.03	13.734	16.9	15.375	15.125	13.02	chr13	42160000	675840	673792	42150000	up8	42811504	41500784	4.623644882185972	-0.2652915120124817	98839.7220566868	2178959
1.809	1.9	2.398	2.479	2.145	1.925	chr17	49930000	620544	618496	49920000	down15	50581504	49270784	3.484725952148437	-0.4215441048145294	106842.09137521451	2148904
0.972	0.788	0.955	0.932	0.788	0.7046	chr13	43160000	622592	620544	43150000	down14	43811504	42500784	2.7104256200388344	-0.4156400561332702	111655.86755075048	2292551
17.28	17.17	16.28	15.664	16.5	14.28	chr13	43560000	647168	645120	43550000	down2	44211504	42900784	2.3255018638213465	-0.2369180023670196	109514.81906021794	2458226
2.113	1.642	2.434	2.6	2.04	1.808	chr13	45010000	624640	622592	45000000	down13	45661504	44350784	3.860637081115177	-0.5729717016220093	138591.67895234926	2583073
11.23	11.88	6.87	6.625	7.594	6.617	chr13	45960000	632832	630784	45950000	down9	46611504	45300784	3.860637081115177	-0.2217039465904235	99052.66434762372	2251907
2.713	1.775	1.848	1.737	1.807	1.487	chr13	47060000	624640	622592	47050000	down13	47711504	46400784	3.860637081115177	-0.198964923620224	109841.2294842137	2294559
1.262	1.289	1.145	1.211	1.1455	1.04	chr6	49430000	620544	618496	49420000	down15	50081504	48770784	7.270233196159122	-0.2517787218093872	135696.3515870085	2203146
7.707	8.88	4.625	4.29	6.035	4.984	chr13	48000000	675840	673792	47990000	up8	48651504	47340784	4.242520965615252	-0.177769273519516	95143.30091226916	2440024
4.14	3.947	5.086	4.754	4.24	3.703	chr13	49760000	659456	657408	49750000	tad5	50411504	49100784	46.84936295688322	-0.1436648964881897	63925.882455223466	1414707
12.805	13.28	9.67	9.31	10.87	9.31	chr13	51200000	651264	649216	51190000	tad1	51851504	50540784	38.59307137238808	-0.4022898077964782	80554.18369785577	1753136
1.479	1.016	1.229	1.26	1.128	0.974	chr15	83580000	620544	618496	83570000	down15	84231504	82920784	2.7104256200388344	-0.2556900978088379	111525.46025924604	2832923
12.875	10.984	14.555	14.555	13.72	11.73	chr13	55330000	651264	649216	55320000	tad1	55981504	54670784	3.4779932286857496	-0.1380174309015274	101025.55705780638	3007915
17.4	16.06	23.66	23.86	21.52	18.75	chr13	55750000	638976	636928	55740000	down6	56401504	55090784	3.0945894083269683	-0.2226138412952423	109919.87659924396	2844497
14.34	16.22	25.02	24.9	21.77	19.16	chr13	56450000	643072	641024	56440000	down4	57101504	55790784	2.7104256200388344	-0.3811616897583008	102350.1687551838	2401690
13.266	14.19	14.23	13.64	14.06	11.91	chr13	56770000	649216	647168	56760000	down1	57421504	56110784	6.140540869175321	-0.243102878332138	110491.35997566146	2310072
0.6973	0.573	0.754	0.742	0.67	0.59	chr9	59290000	618496	616448	59280000	down16	59941504	58630784	4.242520965615252	-0.3117058277130127	123299.3806376968	2653678
15.39	15.65	10.39	9.83	11.37	9.13	chr13	57970000	667648	665600	57960000	up4	58621504	57310784	2.3255018638213465	-0.266645073890686	146423.15730640726	2409968
8.92	9.62	8.31	8.03	8.164	6.914	chr13	59420000	675840	673792	59410000	up8	60071504	58760784	2.3255018638213465	-0.141854241490364	133362.8307510012	2432910
15.02	14.24	22.03	23.7	18.78	16.94	chr13	59850000	667648	665600	59840000	up4	60501504	59190784	2.7104256200388344	-0.4791383743286133	158179.55543079285	2320250
4.383	5.06	3.736	3.83	3.941	3.25	chr13	60870000	663552	661504	60860000	up2	61521504	60210784	20.64072896123784	-0.2511374354362488	98660.6519782302	1634315
10.04	10.586	9.086	8.805	9.44	8.16	chr13	63430000	649216	647168	63420000	down1	64081504	62770784	6.894429055093874	-0.3091176152229309	111849.1670593041	2412442
5.516	4.664	4.68	4.812	4.46	3.799	chr13	64140000	636928	634880	64130000	down7	64791504	63480784	8.019561574501557	-0.2449538707733154	132821.89016734494	2207568
0.3435	0.4067	0.3926	0.3645	0.4048	0.331	chr1	48830000	620544	618496	48820000	down15	49481504	48170784	22.710881600796444	-0.0746712833642959	66377.94203814396	1237425
8.4	9.09	4.457	4.145	5.688	4.6	chr13	67610000	641024	638976	67600000	down5	68261504	66950784	45.99325908446664	-0.1098448783159256	50120.05247011828	1078231
9.14	10.31	5.004	4.55	6.023	4.797	chr13	71960000	675840	673792	71950000	up8	72611504	71300784	8.393085811778743	-0.370700478553772	93319.127548041	2059720
9.39	12.7	14.16	13.44	12.92	10.3	chr13	72630000	669696	667648	72620000	up5	73281504	71970784	6.894429055093874	-0.4127221703529358	94475.54688125815	2122233
0.594	0.555	0.7603	0.742	0.691	0.601	chr1	135400000	618496	616448	135390000	down16	136051504	134740784	0.7782071596578624	-0.1771195530891418	99567.01165825172	2989749
11.664	12.375	11.5	10.875	11.34	9.63	chr13	74570000	659456	657408	74560000	tad5	75221504	73910784	16.06154220291904	-0.2183076590299606	95076.75239821308	1644052
13.98	15.445	7.734	7.15	9.63	7.918	chr13	77240000	671744	669696	77230000	up6	77891504	76580784	25.76481272490301	-0.133807972073555	70398.70885747425	1270293
7.22	9.02	5.21	5.03	6.254	4.902	chr13	78970000	634880	632832	78960000	down8	79621504	78310784	14.626722752299854	-0.1565340161323547	80714.25006709393	1406306
0.4966	0.6045	0.4617	0.45	0.4902	0.3962	chr13	79430000	622592	620544	79420000	down14	80081504	78770784	16.41834714575045	-0.1144728511571884	82954.8783413552	1385651
0.4705	0.4438	0.4702	0.4744	0.3735	0.3335	chr13	80840000	624640	622592	80830000	down13	81491504	80180784	12.086529948436176	-0.625654935836792	127036.23227326835	1513465
0.4702	0.5474	0.6714	0.626	0.6025	0.504	chr2	99370000	618496	616448	99360000	down16	100021504	98710784	20.293043633558664	-0.145194336771965	76091.99946461181	1156191
3.117	3.527	1.404	1.339	1.858	1.529	chr13	82340000	671744	669696	82330000	up6	82991504	81680784	15.703977292158273	-0.0491322390735149	75353.96653631562	1454381
4.324	4.914	1.622	1.627	2.586	2.041	chr13	82750000	636928	634880	82740000	down7	83401504	82090784	14.626722752299854	-0.0938089489936828	72516.16124681136	1412606
1.311	1.443	1.223	1.179	1.211	1.036	chr13	85610000	677888	675840	85600000	up9	86261504	84950784	17.129677127625214	-0.2180905044078827	90723.04306732572	1236694
1.617	1.74	1.317	1.167	1.341	1.168	chr13	85940000	647168	645120	85930000	down2	86591504	85280784	25.091481139495915	-0.1105898320674896	74565.27079840744	1176287
2.084	2.205	1.111	1.098	1.414	1.156	chr13	86590000	661504	659456	86580000	up1	87241504	85930784	27.434842249657063	-0.0693247020244598	64870.14509224609	1127853
1.519	1.8125	1.109	1.033	1.325	1.092	chr13	87080000	651264	649216	87070000	tad1	87731504	86420784	28.757186446731943	-0.1195966154336929	61989.127704142586	1100015
0.821	0.965	0.4805	0.4634	0.555	0.456	chr13	87500000	638976	636928	87490000	down6	88151504	86840784	27.10235628056496	-0.1012326255440712	63183.18436427736	1150738
2.553	2.762	1.713	1.627	1.795	1.516	chr13	87900000	663552	661504	87890000	up2	88551504	87240784	23.053247152970144	-0.1076238900423049	64374.66677732462	1177931
1.036	1.053	1.037	0.952	0.927	0.8184	chr17	54360000	620544	618496	54350000	down15	55011504	53700784	20.64072896123784	-0.4056939482688904	77968.58349312033	1293017
15.766	16.92	25.75	22.92	21.56	18.02	chr13	90090000	659456	657408	90080000	tad5	90741504	89430784	11.353920864539518	-0.172861561179161	82938.56882926369	1604626
8.02	7.297	8.72	8.39	8.195	7.05	chr13	92530000	661504	659456	92520000	up1	93181504	91870784	13.90475321941414	-0.2097315341234207	92602.21250395248	1814674
5.62	4.594	2.24	2.096	1.814	1.472	chr13	93300000	677888	675840	93290000	up9	93951504	92640784	11.720605390452524	-0.2069260478019714	79609.25242918618	1822435
12.07	12.52	13.805	14.04	13.36	11.86	chr13	94230000	634880	632832	94220000	down8	94881504	93570784	8.019561574501557	-0.1674360930919647	101835.94675239148	2052872
20.5	18.3	19.89	19.28	19.19	16.81	chr13	95360000	647168	645120	95350000	down2	96011504	94700784	2.7104256200388344	-0.3929152190685272	105481.38651170788	2205556
13.36	14.305	14.9	13.95	14.2	12.32	chr13	96390000	677888	675840	96380000	up9	97041504	95730784	7.270233196159122	-0.2236739099025726	107908.24047730152	2082073
11.38	11.73	7.06	6.777	8.586	7.332	chr13	96680000	679936	677888	96670000	up10	97331504	96020784	5.762456824322014	-0.2771705389022827	99294.25978824266	2158132
18.0	17.88	20.36	21.02	18.9	16.52	chr13	97200000	665600	663552	97190000	up3	97851504	96540784	5.004008830827339	-0.6448193788528442	132359.66234496052	2597390
16.94	17.69	21.64	21.39	20.17	17.84	chr13	98290000	669696	667648	98280000	up5	98941504	97630784	5.762456824322014	-0.2754274010658264	97190.11812322433	2299031
12.305	10.26	8.65	8.695	8.85	7.66	chr13	98830000	645120	643072	98820000	down3	99481504	98170784	6.894429055093874	-0.1740050911903381	106060.43805077283	2261130
15.586	15.83	13.7	13.63	14.14	12.16	chr13	100010000	651264	649216	100000000	tad1	100661504	99350784	13.90475321941414	-0.540172278881073	124233.12129785112	1982987
0.62	0.697	0.3691	0.3494	0.4546	0.376	chr17	55000000	620544	618496	54990000	down15	55651504	54340784	16.77439212065251	-0.0817250907421112	73589.38466701962	1399195
11.164	10.14	11.99	12.26	10.66	9.016	chr13	100860000	653312	651264	100850000	tad2	101511504	100200784	9.879583081593957	-0.4606088995933532	138469.60878196236	1748880
10.89	10.71	14.66	15.4	12.92	11.26	chr13	104260000	663552	661504	104250000	up2	104911504	103600784	10.249307479224376	-0.2900535464286804	129846.45433675	1722744
10.19	12.586	4.336	4.523	6.637	5.23	chr13	105720000	665600	663552	105710000	up3	106371504	105060784	12.086529948436176	-0.0596719197928905	82628.0698259244	1484574
7.7	6.62	8.125	8.17	6.844	5.88	chr13	106830000	679936	677888	106820000	up10	107481504	106170784	16.06154220291904	-0.1937486976385116	105699.45147273014	1599455
5.98	6.742	4.19	3.955	4.99	4.387	chr13	108730000	653312	651264	108720000	tad2	109381504	108070784	9.509098716034185	-0.0336676985025405	116376.36581733312	1850633
0.4993	0.5913	0.3335	0.3137	0.4048	0.3276	chr8	30500000	618496	616448	30490000	down16	31151504	29840784	20.98765432098765	-0.149556428194046	71515.97384131832	2007794
10.52	11.24	13.484	12.58	12.6	11.05	chr13	109560000	647168	645120	109550000	down2	110211504	108900784	7.270233196159122	-0.2347785532474517	107046.7812243761	2027256
1.491	1.609	2.594	2.58	2.205	2.01	chr6	53760000	620544	618496	53750000	down15	54411504	53100784	4.623644882185972	-0.4253241121768951	107112.39602260756	2333005
16.58	18.48	29.73	28.48	25.34	22.02	chr13	113280000	649216	647168	113270000	down1	113931504	112620784	8.393085811778743	-0.2950330972671509	124955.3011854941	2246584
0.4583	0.412	0.543	0.4922	0.4443	0.3926	chr1	138840000	618496	616448	138830000	down16	139491504	138180784	8.393085811778743	-0.2252474576234817	101717.01820602824	1771241
10.22	11.2	10.51	9.34	10.58	9.04	chr13	116320000	653312	651264	116310000	tad2	116971504	115660784	18.19097234096721	-0.3784066140651703	78799.74262296638	1364687
0.3765	0.4307	0.615	0.616	0.4678	0.4097	chr2	21930000	620544	618496	21920000	down15	22581504	21270784	27.434842249657063	-0.513411283493042	89683.7060480116	1300070
0.911	1.061	1.042	0.986	0.9824	0.815	chr14	8880000	624640	622592	8870000	down13	9531504	8220784	17.484202166668567	-0.1221318393945694	73929.78538876226	1610734
0.3862	0.4248	0.3445	0.3132	0.3423	0.274	chr14	9980000	622592	620544	9970000	down14	10631504	9320784	13.179743814811015	-0.1272504925727844	78386.14475762681	1706726
11.71	14.164	8.58	8.12	10.33	8.2	chr14	10800000	659456	657408	10790000	tad5	11451504	10140784	13.542628501077257	-0.1077501475811004	79590.13744077485	1683441
1.133	0.8125	1.112	1.205	0.9224	0.8037	chr15	88680000	620544	618496	88670000	down15	89331504	88020784	3.860637081115177	-0.4986056685447693	140142.63778053422	2539323
11.484	8.98	12.19	12.516	11.086	9.54	chr14	20350000	659456	657408	20340000	tad5	21001504	19690784	3.4779932286857496	-0.1692661941051483	116927.39171515492	2962534
9.12	9.055	11.586	11.45	10.9	9.414	chr14	20700000	657408	655360	20690000	tad4	21351504	20040784	2.3255018638213465	-0.0527274310588836	102914.83632953472	2800223
12.88	14.46	19.9	19.06	17.89	15.516	chr6	137010000	618496	616448	137000000	down16	137661504	136350784	5.004008830827339	-0.1615076810121536	113396.72176842694	1858364
17.14	16.62	12.07	11.516	12.586	10.75	chr14	24320000	651264	649216	24310000	tad1	24971504	23660784	15.345652413468152	-0.173219621181488	102728.79366362088	2289506
13.88	13.516	12.31	11.9	12.78	10.97	chr14	26690000	667648	665600	26680000	up4	27341504	26030784	26.100338565712526	-0.3121328055858612	74487.35658843264	2060617
13.2	12.34	10.5	10.22	11.28	9.77	chr14	26980000	669696	667648	26970000	up5	27631504	26320784	3.0945894083269683	-0.202890932559967	101455.1474155739	2648859
13.74	18.39	30.73	27.94	26.2	21.72	chr14	28520000	647168	645120	28510000	down2	29171504	27860784	6.140540869175321	-0.5618364810943604	88372.5464038194	2323439
1.1045	1.237	2.262	1.969	1.505	1.434	chr15	90230000	620544	618496	90220000	down15	90881504	89570784	10.618271908925443	-0.6496082544326782	107817.26346564387	1821673
14.85	18.44	14.55	14.125	15.234	12.76	chr14	29710000	647168	645120	29700000	down2	30361504	29050784	5.762456824322014	-0.1733001619577407	110008.46427831343	2239155
7.453	5.664	5.367	5.402	5.18	4.465	chr14	31010000	675840	673792	31000000	up8	31661504	30350784	1.9398181396745056	-0.1872678399085998	90705.2185534803	2973291
13.41	14.2	17.31	17.88	16.48	14.44	chr14	31630000	636928	634880	31620000	down7	32281504	30970784	2.3255018638213465	-0.3265025019645691	110797.13102212928	3053889
21.64	17.08	22.12	21.9	19.23	16.67	chr14	32530000	643072	641024	32520000	down4	33181504	31870784	3.4779932286857496	-0.3678668141365051	139749.72224028083	2621695
4.508	5.29	5.918	6.203	5.44	4.83	chr14	33190000	622592	620544	33180000	down14	33841504	32530784	3.0945894083269683	-0.2906223833560943	104875.27087975724	2302260
9.266	10.06	13.19	13.11	11.48	9.94	chr14	33440000	643072	641024	33430000	down4	34091504	32780784	3.0945894083269683	-0.2556480765342712	106902.43995329949	2150810
10.96	12.12	13.195	13.23	12.64	10.86	chr14	33950000	649216	647168	33940000	down1	34601504	33290784	4.623644882185972	-0.267394483089447	121608.52373309965	2362332
0.8667	0.8633	0.891	0.861	0.832	0.714	chr15	90940000	620544	618496	90930000	down15	91591504	90280784	10.618271908925443	-0.3313868641853332	93519.05246540678	1778844
12.414	15.46	11.88	11.46	12.72	10.48	chr14	35180000	661504	659456	35170000	up1	35831504	34520784	12.086529948436176	-0.0965133309364318	119083.8166094137	1904709
11.22	14.23	7.867	7.434	9.97	7.9	chr14	35720000	669696	667648	35710000	up5	36371504	35060784	18.19097234096721	-0.1771507859230041	68480.65275605672	1616000
1.081	1.257	0.9707	0.899	0.9487	0.7646	chr14	36170000	673792	671744	36160000	up7	36821504	35510784	20.64072896123784	-0.1366814970970153	69507.89960557509	1548998
13.7	17.12	21.52	19.95	18.19	15.555	chr14	36810000	628736	626688	36800000	down11	37461504	36150784	15.703977292158273	-0.4122598767280578	97130.28600811906	1560344
12.61	13.86	17.75	17.22	15.555	13.375	chr14	37150000	638976	636928	37140000	down6	37801504	36490784	13.90475321941414	-0.4153115153312683	110531.2548182218	1549512
9.47	11.41	3.896	3.82	5.895	4.523	chr14	38610000	645120	643072	38600000	down3	39261504	37950784	12.086529948436176	-0.11089538782835	80751.73182932532	1642219
7.64	8.45	6.016	5.188	5.223	4.293	chr14	39480000	624640	622592	39470000	down13	40131504	38820784	12.81609916061542	-0.2462461143732071	91674.68978040449	1560059
1.601	1.874	0.9634	0.896	1.23	1.009	chr14	40130000	673792	671744	40120000	up7	40781504	39470784	20.293043633558664	-0.1083731651306152	71368.83252365164	1421570
16.34	18.38	13.766	12.195	13.56	11.05	chr14	40810000	643072	641024	40800000	down4	41461504	40150784	31.68800276628326	-0.1688815355300903	72959.15958867462	1350937
11.21	10.38	16.14	16.3	13.92	12.125	chr14	45320000	669696	667648	45310000	up5	45971504	44660784	10.249307479224376	-0.1652265340089798	107465.23411262398	1778901
9.83	8.52	13.516	14.26	11.33	10.39	chr14	46770000	677888	675840	46760000	up9	47421504	46110784	5.762456824322014	-0.3207716941833496	115889.95592199272	2098040
10.55	10.06	8.49	8.164	8.78	7.473	chr14	47240000	645120	643072	47230000	down3	47891504	46580784	3.4779932286857496	-0.1442803144454956	107360.16518088304	2116531
0.7544	0.8022	0.9204	0.919	0.6436	0.596	chr3	92080000	618496	616448	92070000	down16	92731504	91420784	41.90767149626286	-0.4364427626132965	71814.82556848112	1050805
5.62	5.94	9.69	10.12	8.29	7.293	chr4	106570000	618496	616448	106560000	down16	107221504	105910784	3.0945894083269683	-0.2079938054084777	137897.3546568805	2589751
11.78	11.07	16.25	16.3	14.9	12.96	chr14	54660000	651264	649216	54650000	tad1	55311504	54000784	4.623644882185972	-0.2100013047456741	97179.22957694012	2858432
13.945	14.086	15.56	15.64	14.6	12.586	chr14	55120000	659456	657408	55110000	tad5	55771504	54460784	1.9398181396745056	-0.3975559771060943	121498.51018527865	3199684
14.09	12.2	10.016	9.6	10.48	8.93	chr14	55550000	667648	665600	55540000	up4	56201504	54890784	6.894429055093874	-0.2013662606477737	124399.17922799144	2812284
8.234	8.09	10.12	10.46	9.37	8.21	chr14	56890000	655360	653312	56880000	tad3	57541504	56230784	3.4779932286857496	-0.2674535512924194	112395.759953753	2461758
1.616	1.45	2.297	2.352	1.937	1.713	chr14	58010000	622592	620544	58000000	down14	58661504	57350784	5.383612811539353	-0.3735138177871704	139452.6012812907	2353148
0.8	0.7905	0.8765	0.797	0.681	0.583	chr19	34140000	620544	618496	34130000	down15	34791504	33480784	30.393017414665103	-0.2445590794086456	76566.78649299077	1455405
15.21	15.83	21.97	22.03	19.92	17.69	chr14	60220000	651264	649216	60210000	tad1	60871504	59560784	8.019561574501557	-0.2246594578027725	104925.27184661337	2277508
11.1	11.63	8.16	7.37	9.055	7.535	chr14	60490000	622592	620544	60480000	down14	61141504	59830784	9.879583081593957	-0.2368496805429458	102084.77546244588	2287526
0.747	0.6196	0.641	0.625	0.6064	0.5327	chr14	63030000	624640	622592	63020000	down13	63681504	62370784	2.7104256200388344	-0.2416901588439941	100129.1527366165	2555751
16.3	16.77	21.69	20.72	20.28	17.8	chr14	63560000	634880	632832	63550000	down8	64211504	62900784	1.9398181396745056	-0.2415481805801391	99915.43446858192	2676695
13.91	12.8	10.7	10.59	11.37	10.23	chr14	63830000	645120	643072	63820000	down3	64481504	63170784	2.3255018638213465	-0.3933038711547851	107557.97201093768	2682064
1.018	0.93	0.983	1.022	0.8525	0.7817	chr14	64600000	622592	620544	64590000	down14	65251504	63940784	2.7104256200388344	-0.2839786112308502	98149.96058913913	2901282
17.33	15.08	17.03	16.45	16.19	13.79	chr14	65840000	626688	624640	65830000	down12	66491504	65180784	1.1661707875927636	-0.288718432188034	95410.82113629364	2419719
1.077	1.138	1.002	0.9526	0.9585	0.828	chr19	34660000	620544	618496	34650000	down15	35311504	34000784	11.720605390452524	-0.2178993076086044	106870.87361307746	1982068
7.906	8.56	7.64	7.55	7.734	6.586	chr14	69070000	663552	661504	69060000	up2	69721504	68410784	58.870155679430326	-0.3392615020275116	44472.282779433706	1053646
14.86	14.39	20.11	19.39	18.05	15.8	chr14	70160000	636928	634880	70150000	down7	70811504	69500784	13.179743814811015	-0.1823718100786209	89844.27757556463	2292580
2.145	2.256	3.602	3.584	3.0	2.75	chr17	63510000	620544	618496	63500000	down15	64161504	62850784	9.509098716034185	-0.2403957098722458	94537.38334796576	1864976
5.688	6.2	6.633	6.47	6.21	5.566	chr14	73060000	632832	630784	73050000	down9	73711504	72400784	8.393085811778743	-0.3928830027580261	97602.73026728292	1777005
15.85	16.64	18.19	18.56	17.4	15.23	chr14	75840000	649216	647168	75830000	down1	76491504	75180784	4.242520965615252	-0.4527658224105835	137508.19872090136	2421655
0.9907	0.9956	0.8794	0.813	0.576	0.492	chr17	64490000	620544	618496	64480000	down15	65141504	63830784	6.894429055093874	-0.2323624193668365	87033.21972785192	1944185
3.11	3.533	2.018	1.861	2.299	1.869	chr14	77710000	659456	657408	77700000	tad5	78361504	77050784	5.004008830827339	-0.1663019955158233	99943.4483466102	2308382
0.6616	0.6543	0.45	0.3962	0.4233	0.3582	chr1	149000000	618496	616448	148990000	down16	149651504	148340784	20.293043633558664	-0.0932197794318199	70992.44848859352	1275930
7.117	7.832	12.875	13.98	10.75	9.78	chr14	78540000	630784	628736	78530000	down10	79191504	77880784	6.140540869175321	-0.259289026260376	128289.05794840584	2089627
8.875	9.125	8.36	8.43	8.58	7.508	chr14	79380000	675840	673792	79370000	up8	80031504	78720784	7.645277369295016	-0.2373442649841308	105307.04702928883	2040389
2.05	2.4	1.15	1.073	1.358	1.079	chr14	81700000	632832	630784	81690000	down9	82351504	81040784	17.484202166668567	-0.1041616797447204	69865.71124235872	1341729
4.453	4.895	1.621	1.391	2.014	1.629	chr14	83460000	645120	643072	83450000	down3	84111504	82800784	21.33381971280812	-0.0980575382709503	67974.64712675534	1205683
1.041	1.331	0.9746	0.97	1.013	0.817	chr14	84020000	665600	663552	84010000	up3	84671504	83360784	25.42852691616414	-0.0937263593077659	72525.39700351517	1066354
2.482	2.973	2.05	1.977	2.307	1.893	chr14	86820000	671744	669696	86810000	up6	87471504	86160784	6.140540869175321	-0.1476144790649414	104865.39014864976	1650633
2.656	2.51	2.605	2.73	2.232	1.839	chr17	65550000	620544	618496	65540000	down15	66201504	64890784	12.81609916061542	-0.4704880714416504	130302.42223332016	2157263
0.4106	0.4214	0.4045	0.3733	0.3662	0.3064	chr14	90410000	622592	620544	90400000	down14	91061504	89750784	11.353920864539518	-0.1699987202882766	84850.56719634394	1304499
1.128	1.38	0.4727	0.4705	0.736	0.583	chr14	90940000	649216	647168	90930000	down1	91591504	90280784	17.129677127625214	-0.1080624163150787	71619.97077218472	1345768
1.456	1.722	0.688	0.671	0.914	0.713	chr14	92100000	667648	665600	92090000	up4	92751504	91440784	22.3677560806934	-0.1108854711055755	69572.50889260534	1288622
1.491	1.759	0.8228	0.835	1.06	0.8647	chr14	92800000	677888	675840	92790000	up9	93451504	92140784	20.98765432098765	-0.1651743650436401	68753.080694486	1336543
7.418	9.125	5.38	4.914	6.56	5.145	chr14	93300000	647168	645120	93290000	down2	93951504	92640784	13.90475321941414	-0.1171644926071167	87973.88098022301	1474977
9.25	11.086	7.633	7.68	8.55	7.418	chr14	93940000	643072	641024	93930000	down4	94591504	93280784	6.894429055093874	-0.6141219139099121	108062.7613508204	1435755
1.448	1.77	0.6323	0.586	0.7246	0.5786	chr14	95370000	671744	669696	95360000	up6	96021504	94710784	12.81609916061542	-0.0507682599127292	75007.9626866588	1400593
14.836	16.95	6.19	5.465	9.54	7.527	chr14	97560000	657408	655360	97550000	tad4	98211504	96900784	9.509098716034185	-0.1192742586135864	81711.86860374884	1587935
1.161	1.291	1.234	1.114	1.192	1.018	chr15	95220000	620544	618496	95210000	down15	95871504	94560784	8.765850081126576	-0.088762030005455	99233.78070374895	1895842
1.003	0.717	0.849	0.854	0.7856	0.669	chr2	30060000	620544	618496	30050000	down15	30711504	29400784	1.9398181396745056	0.0689408779144287	96775.73027857902	3457244
5.332	5.69	3.936	3.719	4.402	3.67	chr14	104470000	643072	641024	104460000	down4	105121504	103810784	11.353920864539518	-0.2226062268018722	82839.76930042979	1657760
1.961	2.236	2.799	2.775	2.316	2.027	chr14	106480000	624640	622592	106470000	down13	107131504	105820784	24.4151096823714	-0.2953153550624847	80259.81100824355	1280346
0.977	1.132	0.73	0.683	0.806	0.6475	chr14	107170000	626688	624640	107160000	down12	107821504	106510784	14.98656756684868	-0.0863466411828994	72985.87024308159	1321275
15.24	18.03	14.38	13.28	15.51	13.47	chr14	110360000	657408	655360	110350000	tad4	111011504	109700784	28.42774034935725	-0.0283703990280628	73130.15318495795	1025824
2.035	2.332	6.242	6.0	4.434	4.066	chr14	110810000	624640	622592	110800000	down13	111461504	110150784	24.753675394898337	-0.46965092420578	102153.38493422308	1009159
4.336	5.086	4.863	5.035	4.664	4.035	chr14	110970000	636928	634880	110960000	down7	111621504	110310784	21.67922513669923	-0.0300308410078287	106727.85941317109	1065867
1.736	1.96	1.688	1.585	1.481	1.199	chr14	111910000	653312	651264	111900000	tad2	112561504	111250784	18.19097234096721	-0.083178162574768	79624.01478109806	1275135
12.086	15.336	7.457	7.566	9.99	7.9	chr14	112220000	641024	638976	112210000	down5	112871504	111560784	18.543217476222505	-0.0410739146173	72028.96713437921	1291418
1.312	1.452	1.098	1.035	1.133	0.9204	chr14	113800000	659456	657408	113790000	tad5	114451504	113140784	19.94459833795014	-0.1091930419206619	67773.37436093374	1334271
0.775	0.689	0.697	0.6606	0.639	0.5557	chr15	96090000	620544	618496	96080000	down15	96741504	95430784	4.242520965615252	-0.0244681239128112	108678.0058532176	2267596
